OPE ID,School,Total Allocation ($),Minimum Allocation to be Awarded for Emergency Financial Aid Grants to Students ($),Address,Address with USA,Latitude,Longitude,Type,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate
2228500,Life Chiropractic College West,"171,227.00","85,614.00","25001 Industrial Blvd, Hayward, California 94545-2800","25001 Industrial Blvd, Hayward, California 94545-2800, USA",37.6377503,-122.1183586,"4-year, Private not-for-profit",600,,,
4190800,Santa Ana Beauty College,"171,120.00","85,560.00","1926 West 17th Street, Santa Ana, California 92706-2321","1926 West 17th Street, Santa Ana, California 92706-2321, USA",33.7594253,-117.8959495,"< 2-year, Private for-profit",101,101,93%,
3910400,National Polytechnic College,"168,452.00","84,226.00","4105 South Street, Lakewood, California 90712","4105 South Street, Lakewood, California 90712, USA",33.8607371,-118.1437848,"2-year, Private for-profit",192,192,51%,
4001300,Palace Beauty College,"167,681.00","83,841.00","1517 S Western Ave, Los Angeles, California 90006","1517 S Western Ave, Los Angeles, California 90006, USA",34.0447812,-118.3094696,"< 2-year, Private for-profit",239,239,90%,
2282300,Alhambra Beauty College,"166,902.00","83,451.00","200 W Main St, Alhambra, California 91801","200 W Main St, Alhambra, California 91801, USA",34.0938808,-118.1289548,"< 2-year, Private for-profit",129,129,76%,
3974500,California Career College,"166,258.00","83,129.00","7003 Owensmouth Avenue, Canoga Park, California 91303-2006","7003 Owensmouth Avenue, Canoga Park, California 91303-2006, USA",34.1975508,-118.6018132,"2-year, Private for-profit",117,117,,
1324000,Lytle'S Redwood Empire Beauty College,"166,160.00","83,080.00","186 Wikiup Dr, Santa Rosa, California 95403","186 Wikiup Dr, Santa Rosa, California 95403, USA",38.5083946,-122.7576522,"< 2-year, Private for-profit",115,115,76%,
2309500,Clovis Adult Education,"166,012.00","83,006.00","1452 David E Cook Way, Clovis, California 93611","1452 David E Cook Way, Clovis, California 93611, USA",36.8345096,-119.6897957,"< 2-year, Public",671,671,69%,
4185600,Medical Allied Career Center,"163,365.00","81,683.00","12631 East Imperial Highway Bldg D-108, Santa Fe Springs, California 90670-4710","12631 East Imperial Highway Bldg D-108, Santa Fe Springs, California 90670-4710, USA",33.9182954,-118.0623827,"4-year, primarily associate's, Private for-profit",70,70,85%,
4186900,"International College Of Beauty, Arts & Sciences","162,618.00","81,309.00","5225 San Fernando Road West, Los Angeles, California 90039-1012","5225 San Fernando Road West, Los Angeles, California 90039-1012, USA",34.1477365,-118.273538,"< 2-year, Private for-profit",49,49,90%,
4273300,Victory Career College,"162,289.00","81,145.00","19401 South Vermont Avenue, Torrance, California 90502-4434","19401 South Vermont Avenue, Torrance, California 90502-4434, USA",33.8547159,-118.2917254,"< 2-year, Private for-profit",123,123,78%,
4245500,Universal Healthcare Careers College,"158,672.00","79,336.00","1625 West Olympic Boulevard, Suite 708, Los Angeles, California 90015-3811","1625 West Olympic Boulevard, Suite 708, Los Angeles, California 90015-3811, USA",34.0498732,-118.2745247,"< 2-year, Private for-profit",156,156,96%,
3999300,Beaumont Adult School,"156,954.00","78,477.00","1575 Cherry Ave, Beaumont, California 92223","1575 Cherry Ave, Beaumont, California 92223, USA",33.9513573,-116.9672134,"< 2-year, Public",88,88,83%,
4237800,California Barber And Beauty College,"156,711.00","78,356.00","5315 El Cajon Boulevard, San Diego, California 92115-4730","5315 El Cajon Boulevard, San Diego, California 92115-4730, USA",32.7572017,-117.0813849,"< 2-year, Private for-profit",62,62,33%,
4195200,Diamond Beauty College,"155,896.00","77,948.00","10301 Garvey Avenue  #200, South El Monte, California 91733-2180","10301 Garvey Avenue  #200, South El Monte, California 91733-2180, USA",34.0630432,-118.046706,"< 2-year, Private for-profit",47,47,94%,
4212000,Lawrence & Company College Of Cosmetology,"154,888.00","77,444.00","810 North 10th Avenue, Hanford, California 93230-4102","810 North 10th Avenue, Hanford, California 93230-4102, USA",36.3333869,-119.6373923,"< 2-year, Private for-profit",48,48,71%,
718700,North Adrian'S College Of Beauty,"153,436.00","76,718.00","124 Floyd Ave, Modesto, California 95350-2381","124 Floyd Ave, Modesto, California 95350-2381, USA",37.6778192,-120.9926957,"< 2-year, Private for-profit",236,236,57%,
2298000,Design Institute Of San Diego,"149,639.00","74,820.00","8555 Commerce Ave, San Diego, California 92121","8555 Commerce Ave, San Diego, California 92121, USA",32.8809024,-117.1673285,"4-year, Private for-profit",121,121,56%,6%
2178700,Citrus Heights Beauty College,"147,682.00","73,841.00","7518 Baird Way, Citrus Heights, California 95610-1410","7518 Baird Way, Citrus Heights, California 95610-1410, USA",38.7129784,-121.2895084,"< 2-year, Private for-profit",123,123,75%,
3479300,Pci College,"146,325.00","73,163.00","17215 Studebaker Rd #310, Cerritos, California 90703","17215 Studebaker Rd #310, Cerritos, California 90703, USA",33.8745701,-118.1002601,"4-year, primarily associate's, Private for-profit",114,114,84%,
123000,Marshall B. Ketchum University,"145,778.00","72,889.00","2575 Yorba Linda Blvd, Fullerton, California 92831-1699","2575 Yorba Linda Blvd, Fullerton, California 92831-1699, USA",33.8893068,-117.8861937,"4-year, Private not-for-profit",739,,,
884600,Wright Institute (The),"145,487.00","72,744.00","2728 Durant Ave, Berkeley, California 94704-1796","2728 Durant Ave, Berkeley, California 94704-1796, USA",37.8682532,-122.2530905,"4-year, Private not-for-profit",487,,,
714200,Lyle'S College Of Beauty,"145,271.00","72,636.00","6735 N First Ave Ste 112, Fresno, California 93710","6735 N First Ave Ste 112, Fresno, California 93710, USA",36.8365286,-119.7747226,"< 2-year, Private for-profit",83,83,40%,
3696300,University Of The West,"140,086.00","70,043.00","1409 Walnut Grove Ave, Rosemead, California 91770","1409 Walnut Grove Ave, Rosemead, California 91770, USA",34.0458663,-118.0835077,"4-year, Private not-for-profit",284,153,17%,22%
4195500,Southern States University,"139,085.00","69,543.00","1094 Cuhady Place, #120, San Diego, California 92110","1094 Cuhady Place, #120, San Diego, California 92110, USA",32.7675758,-117.2014432,"4-year, Private for-profit",405,94,50%,
4206800,Advance Beauty Techs Academy,"134,174.00","67,087.00","641 N State St Ste 1, San Jacinto, California 92583-6572","641 N State St Ste 1, San Jacinto, California 92583-6572, USA",33.7951842,-116.9698507,"< 2-year, Private for-profit",122,122,56%,
4227000,Abc Adult School,"133,978.00","66,989.00","12254 Cuesta Drive, Cerritos, California 90703-2801","12254 Cuesta Drive, Cerritos, California 90703-2801, USA",33.878243,-118.070145,"< 2-year, Public",77,77,83%,
4222200,Fab School (The),"132,973.00","66,487.00","9571 Pittsburgh Avenue, Rancho Cucamonga, California 91730","9571 Pittsburgh Avenue, Rancho Cucamonga, California 91730, USA",34.0798557,-117.5551612,"< 2-year, Private for-profit",148,148,98%,
4221700,Zms The Academy,"132,113.00","66,057.00","2228 E Cesar E Chavez Ave, Los Angeles, California 90033-4231","2228 E Cesar E Chavez Ave, Los Angeles, California 90033-4231, USA",34.0471236,-118.2094867,"< 2-year, Private for-profit",125,125,43%,
4158900,Flair Beauty College,"130,763.00","65,382.00","23754 Valencia Blvd, Valencia, California 91355-2106","23754 Valencia Blvd, Valencia, California 91355-2106, USA",34.4144668,-118.5500304,"< 2-year, Private for-profit",62,62,77%,
3577300,Coba Academy,"130,645.00","65,323.00","663 N. Euclid Street, Anaheim, California 92801","663 N. Euclid Street, Anaheim, California 92801, USA",33.8413116,-117.9430692,"< 2-year, Private for-profit",81,81,63%,
3646300,Design'S School Of Cosmetology,"125,204.00","62,602.00","2727 Buena Vista Drive #105, Paso Robles, California 93446","2727 Buena Vista Drive #105, Paso Robles, California 93446, USA",35.6486892,-120.6726226,"< 2-year, Private for-profit",27,27,69%,
4255300,Hoss Lee Academy,"122,657.00","61,329.00","200 Whyte Avenue, Roseville, California 95661-5233","200 Whyte Avenue, Roseville, California 95661-5233, USA",38.7218671,-121.2895187,"< 2-year, Private for-profit",75,75,82%,
4189800,Academy For Salon Professionals,"122,587.00","61,294.00","19520 Nordhoff St. Unit 9, Northridge, California 91324","19520 Nordhoff St. Unit 9, Northridge, California 91324, USA",34.2342974,-118.5582082,"< 2-year, Private for-profit",82,82,74%,
3131300,Five Branches University,"120,172.00","60,086.00","200 7th Avenue, Santa Cruz, California 95062","200 7th Avenue, Santa Cruz, California 95062, USA",36.9643335,-121.9980291,"4-year, Private for-profit",353,,,
3759300,Stellar Career College,"118,426.00","59,213.00","4300 Sisk Rd, Modesto, California 95356","4300 Sisk Rd, Modesto, California 95356, USA",37.7019065,-121.0710233,"< 2-year, Private for-profit",32,32,83%,
1085400,Thomas Jefferson School Of Law,"116,684.00","58,342.00","701 B Street - Suite 110, San Diego, California 92101","701 B Street - Suite 110, San Diego, California 92101, USA",32.7175528,-117.1579148,"4-year, Private not-for-profit",219,,,
4148200,Beyond 21St Century Beauty Academy,"114,734.00","57,367.00","13640 Imperial Hwy Ste 6-8, Santa Fe Springs, California 90670","13640 Imperial Hwy Ste 6-8, Santa Fe Springs, California 90670, USA",33.9163107,-118.0414336,"< 2-year, Private for-profit",86,86,50%,
3874400,Community Christian College,"113,974.00","56,987.00","1174 Nevada Street, Suite 200, Redlands, California 92374-2893","1174 Nevada Street, Suite 200, Redlands, California 92374-2893, USA",34.0686434,-117.2171317,"2-year, Private not-for-profit",203,203,33%,50%
4161700,Shasta School Of Cosmetology,"112,740.00","56,370.00","678 N Market St, Redding, California 96003","678 N Market St, Redding, California 96003, USA",40.597094,-122.3872163,"< 2-year, Private for-profit",37,37,62%,
274100,American Jewish University,"111,218.00","55,609.00","15600 Mulholland Dr, Los Angeles, California 90077-1519","15600 Mulholland Dr, Los Angeles, California 90077-1519, USA",34.1263884,-118.4725275,"4-year, Private not-for-profit",108,33,100%,
4189700,California Miramar University,"110,771.00","55,386.00","3550 Camino Del Rio North, Suite 208, San Diego, California 92108","3550 Camino Del Rio North, Suite 208, San Diego, California 92108, USA",32.7794063,-117.1184553,"4-year, Private for-profit",199,86,100%,
2494800,Cr'U Institute Of Cosmetology And Barbering,"110,487.00","55,244.00","11889 Valley View St Suite C, Garden Grove, California 92845-4321","11889 Valley View St Suite C, Garden Grove, California 92845-4321, USA",33.7901712,-118.030822,"< 2-year, Private for-profit",65,65,61%,
4226100,Lawrence & Company College Of Cosmetology,"106,027.00","53,014.00","2048 Grant Street, Selma, California 93662-3509","2048 Grant Street, Selma, California 93662-3509, USA",36.5703729,-119.6117463,"< 2-year, Private for-profit",41,41,68%,
4272800,Independent Training & Apprenticeship Program,"104,035.00","52,018.00","9856 Business Park Drive, Sacramento, California 95827-1741","9856 Business Park Drive, Sacramento, California 95827-1741, USA",38.5721385,-121.3276689,"< 2-year, Private for-profit",21,21,85%,
4272100,Princess Institute Of Beauty,"103,999.00","52,000.00","1605 East Manning Avenue, Reedley, California 93654-2455","1605 East Manning Avenue, Reedley, California 93654-2455, USA",36.603652,-119.4317622,"< 2-year, Private for-profit",47,47,,
4209800,Hinton Barber And Beauty College,"103,446.00","51,723.00","1035 Tennessee St., Vallejo, California 94590","1035 Tennessee St., Vallejo, California 94590, USA",38.1096321,-122.2453148,"< 2-year, Private for-profit",56,56,68%,
2520300,Interior Designers Institute,"100,622.00","50,311.00","1061 Camelback Street, Newport Beach, California 92660","1061 Camelback Street, Newport Beach, California 92660, USA",33.6412558,-117.8657123,"4-year, primarily associate's, Private for-profit",139,139,,
4014400,Palladium Technical Academy,"100,425.00","50,213.00","10229 Lower Azusa Rd., Temple City, California 91780","10229 Lower Azusa Rd., Temple City, California 91780, USA",34.0917319,-118.0435375,"< 2-year, Private for-profit",33,33,90%,
2167800,Estes Institute Of Cosmetology Arts & Sciences,"99,744.00","49,872.00","324 E Main St, Visalia, California 93291","324 E Main St, Visalia, California 93291, USA",36.3304819,-119.2891904,"< 2-year, Private for-profit",53,53,89%,
4277700,California College Of Barbering And Cosmetology,"98,672.00","49,336.00","1024 E March Lane, Stockton, California 95210","1024 E March Lane, Stockton, California 95210, USA",38.0007011,-121.2936247,"< 2-year, Private for-profit",213,213,67%,
2222000,American Film Institute Conservatory,"98,640.00","49,320.00","2021 N Western Ave, Los Angeles, California 90027-1625","2021 N Western Ave, Los Angeles, California 90027-1625, USA",34.1075609,-118.3100989,"4-year, Private not-for-profit",334,,,
4262100,My Beauty & Barber College,"98,476.00","49,238.00","6100 Mack Road St. F, Sacramento, California 95823-4687","6100 Mack Road St. F, Sacramento, California 95823-4687, USA",38.4733193,-121.4311721,"< 2-year, Private for-profit",105,105,0%,
2236400,"Thanh Le College, School Of Cosmetology","96,857.00","48,429.00","12875 chapman ave, Garden Grove, California 92840","12875 chapman ave, Garden Grove, California 92840, USA",33.7897512,-117.9083771,"< 2-year, Private for-profit",32,32,76%,
4256400,San Bernardino Beauty College,"96,223.00","48,112.00","600 North Sierra Way, San Bernardino, California 92410-4414","600 North Sierra Way, San Bernardino, California 92410-4414, USA",34.1105041,-117.2854763,"< 2-year, Private for-profit",75,75,71%,
3995300,University Of East-West Medicine,"94,275.00","47,138.00","595 Lawrence Expressway, Sunnyvale, California 94085-3922","595 Lawrence Expressway, Sunnyvale, California 94085-3922, USA",37.3864532,-121.9969833,"4-year, Private for-profit",176,,,
3403300,Epic Bible College,"93,800.00","46,900.00","4330 Auburn Boulevard, Sacramento, California 95841","4330 Auburn Boulevard, Sacramento, California 95841, USA",38.6451689,-121.3626796,"4-year, Private not-for-profit",145,118,14%,14%
3962300,American Institute Of Massage Therapy,"89,422.00","44,711.00","1516 Brookhollow Drive, Unit C, Santa Ana, California 92705-5401","1516 Brookhollow Drive, Unit C, Santa Ana, California 92705-5401, USA",33.7148249,-117.8482681,"< 2-year, Private for-profit",36,36,93%,
4217500,J D Academy Of Salon And Spa,"89,296.00","44,648.00","520 San Ramon Valley Blvd, Danville, California 94526","520 San Ramon Valley Blvd, Danville, California 94526, USA",37.8183854,-121.9957396,"< 2-year, Private for-profit",128,128,95%,
4181600,Integrity College Of Health,"88,763.00","44,382.00","1460 N Lake Ave Suite 102, Pasadena, California 91104","1460 N Lake Ave Suite 102, Pasadena, California 91104, USA",34.1713121,-118.1318722,"< 2-year, Private for-profit",30,30,62%,
4142500,Touro University Worldwide,"87,768.00","43,884.00","10601 Calle Lee  #179, Los Alamitos, California 90720","10601 Calle Lee  #179, Los Alamitos, California 90720, USA",33.808604,-118.057715,"4-year, Private not-for-profit",1940,526,100%,
4255400,Regan Career Institute,"87,162.00","43,581.00","11350 Valley Boulevard, El Monte, California 91731-3254","11350 Valley Boulevard, El Monte, California 91731-3254, USA",34.0701783,-118.0301588,"< 2-year, Private for-profit",46,46,71%,
3367300,Professional Golfers Career College,"84,229.00","42,115.00","26109 Ynez Road, Temecula, California 92591","26109 Ynez Road, Temecula, California 92591, USA",33.5289955,-117.1637083,"2-year, Private for-profit",107,107,70%,3%
3740400,Ati College,"83,260.00","41,630.00","15141 Whittier Blvd Suite 420, Whitter, California 90603-0000","15141 Whittier Blvd Suite 420, Whitter, California 90603-0000, USA",33.9484761,-118.0037413,"4-year, primarily associate's, Private for-profit",23,23,78%,
2230900,Fredrick And Charles Beauty College,"82,451.00","41,226.00","831 F St, Eureka, California 95501","831 F St, Eureka, California 95501, USA",40.7988985,-124.1649455,"< 2-year, Private for-profit",55,55,64%,
2220000,Colleen O'Hara'S Beauty Academy,"82,427.00","41,214.00","109 W 4th St, Santa Ana, California 92701-0000","109 W 4th St, Santa Ana, California 92701-0000, USA",33.7482531,-117.8681163,"< 2-year, Private for-profit",14,14,64%,
2609000,Emperor'S College Of Traditional Oriental Medicine,"82,054.00","41,027.00","1807 Wilshire Blvd, Ste #200, Santa Monica, California 90403","1807 Wilshire Blvd, Ste #200, Santa Monica, California 90403, USA",34.0303293,-118.4852375,"4-year, Private for-profit",237,,,
4158800,Theatre Of Arts,"79,898.00","39,949.00","6767 sunset Blvd suite 210, Hollywood, California 90028-6111","6767 sunset Blvd suite 210, Hollywood, California 90028-6111, USA",34.0984848,-118.3381029,"2-year, Private for-profit",28,28,27%,
4132400,Academy Of Esthetics And Cosmetology,"79,073.00","39,537.00","1242 San Fernando Rd, San Fernando, California 91340-3212","1242 San Fernando Rd, San Fernando, California 91340-3212, USA",34.2850218,-118.4441246,"< 2-year, Private for-profit",39,39,72%,
3054100,Royale College Of Beauty And Barbering,"76,241.00","38,121.00","27485 Commerce Center Dr, Temecula, California 92590","27485 Commerce Center Dr, Temecula, California 92590, USA",33.5155045,-117.1645945,"< 2-year, Private for-profit",49,49,77%,
1244600,Universal College Of Beauty,"76,226.00","38,113.00","3419 W 43rd Place, Los Angeles, California 90008","3419 W 43rd Place, Los Angeles, California 90008, USA",34.0044353,-118.332174,"< 2-year, Private for-profit",27,27,50%,
2061600,Wayne'S College Of Beauty,"72,461.00","36,231.00","1271 North Main Street, Salinas, California 93906-2830","1271 North Main Street, Salinas, California 93906-2830, USA",36.7006143,-121.6527076,"< 2-year, Private for-profit",42,42,67%,
3786300,Advanced College,"71,329.00","35,665.00","13180 Paramount Blvd., South Gate, California 90280","13180 Paramount Blvd., South Gate, California 90280, USA",33.9153721,-118.1578445,"2-year, Private for-profit",25,25,51%,
4145000,San Diego Culinary Institute,"70,731.00","35,366.00","8024 La Mesa Blvd, La Mesa, California 91942","8024 La Mesa Blvd, La Mesa, California 91942, USA",32.7637831,-117.0239851,"< 2-year, Private for-profit",,,,
3062400,Mount Diablo Adult Education,"68,958.00","34,479.00","Loma Vista Adult Center - 1266 San Carlos Avenue., Concord, California 94518-1199","Loma Vista Adult Center - 1266 San Carlos Avenue., Concord, California 94518-1199, USA",37.9686292,-122.026396,"< 2-year, Public",129,129,82%,
3650300,Tri-Community Adult Education,"68,720.00","34,360.00","231 Stephanie Drive, Covina, California 91722-3925","231 Stephanie Drive, Covina, California 91722-3925, USA",34.1048102,-117.8870239,"2-year, Public",262,262,,
2065700,California Beauty College,"67,420.00","33,710.00","1115 15th St, Modesto, California 95354","1115 15th St, Modesto, California 95354, USA",37.645413,-120.997408,"< 2-year, Private for-profit",105,105,74%,
128800,Claremont School Of Theology,"66,104.00","33,052.00","1325 N College Ave, Claremont, California 91711-3199","1325 N College Ave, Claremont, California 91711-3199, USA",34.1077059,-117.716307,"4-year, Private not-for-profit",331,,,
4243100,Alhambra Medical University,"65,078.00","32,539.00","2215 W. Mission Road, Alhambra, California 91803","2215 W. Mission Road, Alhambra, California 91803, USA",34.080279,-118.1487484,"4-year, Private for-profit",169,63,,
4256500,Baldy View Regional Occupational Program,"61,625.00","30,813.00","1501 Bon View Avenue, Ontario, California 91761","1501 Bon View Avenue, Ontario, California 91761, USA",34.0464437,-117.636746,"< 2-year, Public",31,31,90%,
4157800,Grace Mission University,"61,227.00","30,614.00","1645 West Valencia Drive, Fullerton, California 92833-3860","1645 West Valencia Drive, Fullerton, California 92833-3860, USA",33.8677077,-117.9574841,"4-year, Private not-for-profit",247,121,81%,
4220500,Butte County Regional Occupational Program,"60,515.00","30,258.00","2491 Carmichael Drive Ste 500, Chico, California 95928-7191","2491 Carmichael Drive Ste 500, Chico, California 95928-7191, USA",39.7157611,-121.8041094,"< 2-year, Public",64,64,93%,
3109500,Dongguk University Los Angeles,"60,458.00","30,229.00","440 Shatto Pl, Los Angeles, California 90020-1704","440 Shatto Pl, Los Angeles, California 90020-1704, USA",34.0659138,-118.2895243,"4-year, Private not-for-profit",131,16,,
120700,Graduate Theological Union,"59,068.00","29,534.00","2400 Ridge Rd, Berkeley, California 94709","2400 Ridge Rd, Berkeley, California 94709, USA",37.8755636,-122.2618661,"4-year, Private not-for-profit",197,,,
3098200,Yo San University Of Traditional Chinese Medicine,"59,068.00","29,534.00","13315 W. Washington Boulevard, Los Angeles, California 90066","13315 W. Washington Boulevard, Los Angeles, California 90066, USA",33.9933299,-118.4427793,"4-year, Private not-for-profit",142,,,
720900,Redondo Beach Beauty College,"58,790.00","29,395.00","2205 West Artesia Boulevard, Redondo Beach, California 90278-3111","2205 West Artesia Boulevard, Redondo Beach, California 90278-3111, USA",33.873037,-118.3720807,"< 2-year, Private for-profit",76,76,80%,
2545900,Hypnosis Motivation Institute,"56,543.00","28,272.00","18607 Ventura Blvd Ste 310, Tarzana, California 91356-4159","18607 Ventura Blvd Ste 310, Tarzana, California 91356-4159, USA",34.1701231,-118.5386876,"< 2-year, Private not-for-profit",61,61,33%,
4250100,Santa Barbara And Ventura Colleges Of Law (The),"54,315.00","27,158.00","4475 Market St, Ventura, California 93003","4475 Market St, Ventura, California 93003, USA",34.2574851,-119.2331562,"4-year, Private not-for-profit",187,,,
720400,Modern Beauty Academy - Oxnard,"54,154.00","27,077.00","699 South C St, Oxnard, California 93030","699 South C St, Oxnard, California 93030, USA",34.1952993,-119.1814228,"< 2-year, Private for-profit",50,50,62%,
4137200,Borner'S Barber College,"53,064.00","26,532.00","8913 S Western Ave, Los Angeles, California 90047","8913 S Western Ave, Los Angeles, California 90047, USA",33.9558745,-118.3093193,"< 2-year, Private for-profit",31,31,0%,
4173400,Santa Ana Beauty Academy,"52,745.00","26,373.00","2231 North Tustin Avenue, Santa Ana, California 92705-7820","2231 North Tustin Avenue, Santa Ana, California 92705-7820, USA",33.766624,-117.835264,"< 2-year, Private for-profit",24,24,100%,
3868300,World Mission University,"52,382.00","26,191.00","500 Shatto Pl Ste 600, Los Angeles, California 90020","500 Shatto Pl Ste 600, Los Angeles, California 90020, USA",34.0648793,-118.2896613,"4-year, Private not-for-profit",421,190,0%,100%
4208100,Ukiah Adult School,"49,598.00","24,799.00","1056 North Bush Street, Ukiah, California 95482-3865","1056 North Bush Street, Ukiah, California 95482-3865, USA",39.1609267,-123.215124,"< 2-year, Public",,,94%,
3288300,Academy Of Chinese Culture And Health Sciences,"49,465.00","24,733.00","1600 Broadway, Ste. 200, Oakland, California 94612","1600 Broadway, Ste. 200, Oakland, California 94612, USA",37.8060187,-122.269733,"4-year, Private not-for-profit",133,,,
4242600,Abco Technology,"46,979.00","23,490.00","11222 S. La Cienega Blvd Ste 588, Inglewood, California 90304-1551","11222 S. La Cienega Blvd Ste 588, Inglewood, California 90304-1551, USA",33.9321667,-118.3697701,"< 2-year, Private for-profit",126,126,100%,
4248200,Dehart Technical School,"42,994.00","21,497.00","311 Bitritto Way, Modesto, California 95356-9292","311 Bitritto Way, Modesto, California 95356-9292, USA",37.713384,-120.9977856,"< 2-year, Private for-profit",79,79,,
2500000,San Joaquin College Of Law,"42,482.00","21,241.00","901 Fifth St, Clovis, California 93612-1312","901 Fifth St, Clovis, California 93612-1312, USA",36.8246612,-119.6976619,"4-year, Private not-for-profit",171,,,
4265500,Icohs College,"41,928.00","20,964.00","1770 4th Avenue, San Diego, California 92101-2607","1770 4th Avenue, San Diego, California 92101-2607, USA",32.72388,-117.161435,"< 2-year, Private not-for-profit",101,101,79%,
4122800,Presbyterian Theological Seminary In America,"41,486.00","20,743.00","15605 Carmenita Road, Santa Fe Springs, California 90670-5611","15605 Carmenita Road, Santa Fe Springs, California 90670-5611, USA",33.8884685,-118.0469597,"4-year, Private not-for-profit",174,46,60%,40%
4253700,Sacramento Ultrasound Institute,"39,829.00","19,915.00","2233 Watt Avenue, Sacramento, California 95825-0570","2233 Watt Avenue, Sacramento, California 95825-0570, USA",38.6043487,-121.3836884,"2-year, Private for-profit",75,75,,
3332300,Southern California Seminary,"39,208.00","19,604.00","2075 E. Madison Avenue, El Cajon, California 92019-1108","2075 E. Madison Avenue, El Cajon, California 92019-1108, USA",32.7996316,-116.9054349,"4-year, Private not-for-profit",176,43,0%,50%
4237600,California Jazz Conservatory,"38,567.00","19,284.00","2087 Addison Street, Berkeley, California 94704-1268","2087 Addison Street, Berkeley, California 94704-1268, USA",37.8712728,-122.2687187,"4-year, Private not-for-profit",47,47,0%,
4235500,Presidio Graduate School,"38,408.00","19,204.00","1202 Ralston Ave #300, San Francisco, California 94129-1749","1202 Ralston Ave #300, San Francisco, California 94129-1749, USA",37.80032,-122.4753388,"4-year, Private not-for-profit",120,,,
4191300,Annenberg School Of Nursing,"37,770.00","18,885.00","19300 Sherman Way, Reseda, California 91335-5426","19300 Sherman Way, Reseda, California 91335-5426, USA",34.2008286,-118.5538762,"< 2-year, Private not-for-profit",24,24,,
2276800,Westminster Theological Seminary In California,"35,790.00","17,895.00","1725 Bear Valley Parkway, Escondido, California 92027","1725 Bear Valley Parkway, Escondido, California 92027, USA",33.121943,-117.0463538,"4-year, Private not-for-profit",133,,,
4246200,California Institute Of Medical Science,"35,107.00","17,554.00","1175 Shaw Avenue # 103, Clovis, California 93612-0000","1175 Shaw Avenue # 103, Clovis, California 93612-0000, USA",36.8099564,-119.6921039,"< 2-year, Private for-profit",25,25,,
4234000,San Francisco Film School,"34,950.00","17,475.00","155 Sansome Street 2nd Floor, San Francisco, California 94104-2835","155 Sansome Street 2nd Floor, San Francisco, California 94104-2835, USA",37.7916591,-122.4012644,"2-year, Private for-profit",38,38,86%,
4227100,America Evangelical University,"33,544.00","16,772.00","1818 South Western Avenue Suite 409, Los Angeles, California 90006-5860","1818 South Western Avenue Suite 409, Los Angeles, California 90006-5860, USA",34.0412275,-118.30882,"4-year, Private not-for-profit",108,35,60%,
3327400,"Acupuncture And Integrative Medicine College, Berkeley","31,425.00","15,713.00","2550 Shattuck Avenue, Berkeley, California 94704","2550 Shattuck Avenue, Berkeley, California 94704, USA",37.862768,-122.267637,"4-year, Private not-for-profit",93,,,
4236700,Blush School Of Makeup,"29,877.00","14,939.00","One Embarcadero Center, Ste R-1206, San Francisco, California 94111-3628","One Embarcadero Center, Ste R-1206, San Francisco, California 94111-3628, USA",37.794816,-122.399355,"< 2-year, Private for-profit",41,41,75%,
1044100,Pardee Rand Graduate School,"29,679.00","14,840.00","1776 Main St, Santa Monica, California 90401-3208","1776 Main St, Santa Monica, California 90401-3208, USA",34.0096215,-118.4909316,"4-year, Private not-for-profit",108,,,
3752400,Sum Bible College & Theological Seminary,"26,609.00","13,305.00","1101 Investment Blvd. #115, El Dorado Hills, California 95762","1101 Investment Blvd. #115, El Dorado Hills, California 95762, USA",38.6207559,-121.0547406,"4-year, Private not-for-profit",626,459,38%,15%
2359300,Shasta Bible College And Graduate School,"26,199.00","13,100.00","2951 Goodwater Ave., Redding, California 96002","2951 Goodwater Ave., Redding, California 96002, USA",40.5655066,-122.3144722,"4-year, Private not-for-profit",41,29,67%,11%
4176300,Bergin College Of Canine Studies,"25,825.00","12,913.00","10201 Old Redwood Hwy, Penngrove, California 94951","10201 Old Redwood Hwy, Penngrove, California 94951, USA",38.302425,-122.681709,"4-year, Private not-for-profit",59,36,,
2099200,American Conservatory Theater Foundation,"25,315.00","12,658.00","415 Geary Street, San Francisco, California 94102","415 Geary Street, San Francisco, California 94102, USA",37.7868069,-122.4102086,"4-year, Private not-for-profit",43,9,,
125600,Pacific School Of Religion,"24,442.00","12,221.00","1798 Scenic Ave, Berkeley, California 94709","1798 Scenic Ave, Berkeley, California 94709, USA",37.8761464,-122.2633062,"4-year, Private not-for-profit",98,,,
408000,Starr King School For The Ministry,"23,860.00","11,930.00","5000 MacArthur Blvd, Oakland, California 94613-1209","5000 MacArthur Blvd, Oakland, California 94613-1209, USA",37.7773714,-122.1842278,"4-year, Private not-for-profit",88,,,
2520200,California Career School,"23,569.00","11,785.00","1100 Technology Cir, Anaheim, California 92805","1100 Technology Cir, Anaheim, California 92805, USA",33.8196146,-117.9061343,"< 2-year, Private for-profit",,,94%,
4185500,Beverly Hills Design Institute,"20,598.00","10,299.00","8484 Wilshire Blvd Suite #730, Beverly Hills, California 90211","8484 Wilshire Blvd Suite #730, Beverly Hills, California 90211, USA",34.0645749,-118.37558,"4-year, primarily associate's, Private for-profit",16,16,67%,33%
