OPE ID,School,Total Allocation ($),Minimum Allocation to be Awarded for Emergency Financial Aid Grants to Students ($),Address,Address with USA,Latitude,Longitude,Type,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate
4115600,Mayfield College,"564,629.00","282,315.00","35-325 Date Palm Dr Ste 101, Cathedral City, California 92234","35-325 Date Palm Dr Ste 101, Cathedral City, California 92234, USA",33.79085,-116.4585217,"2-year, Private for-profit",468,468,84%,
3027700,Pacific College Of Oriental Medicine,"561,804.00","280,902.00","7445 Mission Valley Rd Ste 105, San Diego, California 92108-4407","7445 Mission Valley Rd Ste 105, San Diego, California 92108-4407, USA",32.7783555,-117.160391,"4-year, Private for-profit",1036,185,40%,
4162800,Paul Mitchell The School Modesto,"553,609.00","276,805.00","3100 McHenry Ave, Modesto, California 95350","3100 McHenry Ave, Modesto, California 95350, USA",37.6830038,-120.9936468,"< 2-year, Private for-profit",298,298,76%,
3043900,Newschool Of Architecture And Design,"553,090.00","276,545.00","1249 F St, San Diego, California 92101","1249 F St, San Diego, California 92101, USA",32.7133097,-117.15344,"4-year, Private for-profit",497,394,43%,
2185800,Moler Barber College,"551,182.00","275,591.00","3815 Telegraph Ave, Oakland, California 94609-2419","3815 Telegraph Ave, Oakland, California 94609-2419, USA",37.8270677,-122.2653666,"< 2-year, Private for-profit",279,279,63%,3%
4165900,Paul Mitchell The School Fresno,"550,245.00","275,123.00","5091 N Fresno Street Ste 104, Fresno, California 93710","5091 N Fresno Street Ste 104, Fresno, California 93710, USA",36.8096215,-119.7821425,"< 2-year, Private for-profit",311,311,74%,
3098700,Milan Institute,"549,033.00","274,517.00","75-030 Gerald Ford Drive, Suite 203, Palm Desert, California 92211","75-030 Gerald Ford Drive, Suite 203, Palm Desert, California 92211, USA",33.7833639,-116.353262,"< 2-year, Private for-profit",139,139,55%,
1186600,Lu Ross Academy,"547,287.00","273,644.00","470 East Thompson Blvd, Ventura, California 93001-2729","470 East Thompson Blvd, Ventura, California 93001-2729, USA",34.2780628,-119.2939498,"< 2-year, Private for-profit",215,215,68%,
117400,Scripps College,"546,083.00","273,042.00","1030 North Columbia Avenue, Claremont, California 91711-3905","1030 North Columbia Avenue, Claremont, California 91711-3905, USA",34.1033704,-117.7113434,"4-year, Private not-for-profit",1109,1089,90%,
2255400,Toni&Guy Hairdressing Academy,"545,266.00","272,633.00","464 N. Fairfax Ave, Los Angeles, California 90036","464 N. Fairfax Ave, Los Angeles, California 90036, USA",34.0799203,-118.3611276,"< 2-year, Private for-profit",191,191,64%,
1309500,Salon Success Academy,"543,888.00","271,944.00","2097 Compton Ave. Suite 201, Corona, California 92881","2097 Compton Ave. Suite 201, Corona, California 92881, USA",33.847654,-117.5357363,"< 2-year, Private for-profit",116,116,94%,
705000,Bellus Academy,"539,166.00","269,583.00","970 Broadway, Suite 110, Chula Vista, California 91911","970 Broadway, Suite 110, Chula Vista, California 91911, USA",32.6146911,-117.0837293,"2-year, Private for-profit",239,239,70%,
725300,Federico Beauty Institute,"538,895.00","269,448.00","1515 Sports Drive    Ste 100, Sacramento, California 95834","1515 Sports Drive    Ste 100, Sacramento, California 95834, USA",38.6488954,-121.4976541,"< 2-year, Private for-profit",326,326,78%,
117100,Harvey Mudd College,"516,332.00","258,166.00","301 Platt Blvd., Claremont, California 91711","301 Platt Blvd., Claremont, California 91711, USA",34.1059342,-117.7072802,"4-year, Private not-for-profit",904,904,92%,6%
4240200,Aviation Institute Of Maintenance,"512,166.00","256,083.00","420 Whitney Place, Freemont, California 94539","420 Whitney Place, Freemont, California 94539, USA",37.46906,-121.9209495,"2-year, Private for-profit",278,278,65%,
4180000,Cinta Aveda Institute,"493,584.00","246,792.00","305 Kearny Street, San Francisco, California 94108-3204","305 Kearny Street, San Francisco, California 94108-3204, USA",37.7909576,-122.4042735,"< 2-year, Private for-profit",268,268,70%,
903200,Empire College,"490,975.00","245,488.00","3035 Cleveland Ave, Santa Rosa, California 95403-2126","3035 Cleveland Ave, Santa Rosa, California 95403-2126, USA",38.4680351,-122.729328,"4-year, primarily associate's, Private for-profit",371,299,57%,
120500,Golden Gate University,"464,148.00","232,074.00","536 Mission Street, San Francisco, California 94105-2968","536 Mission Street, San Francisco, California 94105-2968, USA",37.7893124,-122.3990296,"4-year, Private not-for-profit",2432,511,,
3736300,Advance Beauty College,"458,495.00","229,248.00","10121 Westminster Ave, Garden Grove, California 92843","10121 Westminster Ave, Garden Grove, California 92843, USA",33.7599147,-117.9526793,"< 2-year, Private for-profit",507,507,92%,
4158200,Paul Mitchell The School Sherman Oaks,"446,039.00","223,020.00","15301 Ventura Blvd Unit P2, Sherman Oaks, California 91403","15301 Ventura Blvd Unit P2, Sherman Oaks, California 91403, USA",34.1562003,-118.4670526,"< 2-year, Private for-profit",267,267,76%,
720300,Salon Success Academy,"434,633.00","217,317.00","1385 E. Foothill Blvd, Upland, California 91786","1385 E. Foothill Blvd, Upland, California 91786, USA",34.107295,-117.6309882,"< 2-year, Private for-profit",164,164,73%,
3590400,Ntma Training Centers Of Southern California,"427,969.00","213,985.00","12131 Telegraph Road, Santa Fe Springs, California 90670","12131 Telegraph Road, Santa Fe Springs, California 90670, USA",33.9429194,-118.0743446,"< 2-year, Private not-for-profit",146,146,82%,
1203100,San Diego Christian College,"421,905.00","210,953.00","200 Riverview Parkway, Santee, California 92071","200 Riverview Parkway, Santee, California 92071, USA",32.8424439,-116.9783896,"4-year, Private not-for-profit",551,488,53%,
122900,Southern California University Of Health Sciences,"401,546.00","200,773.00","16200 East Amber Valley Drive, Whittier, California 90604","16200 East Amber Valley Drive, Whittier, California 90604, USA",33.9228687,-117.983086,"4-year, Private not-for-profit",1386,746,,
121200,Humphreys University,"398,142.00","199,071.00","6650 Inglewood Ave, Stockton, California 95207-3896","6650 Inglewood Ave, Stockton, California 95207-3896, USA",38.010932,-121.316155,"4-year, Private not-for-profit",486,309,44%,28%
2591600,North-West College,"393,842.00","196,921.00","14540 Haynes, Van Nuys, California 91411","14540 Haynes, Van Nuys, California 91411, USA",34.189507,-118.4501658,"< 2-year, Private for-profit",198,198,9%,
565500,Hacienda La Puente Adult Education,"388,304.00","194,152.00","14101 E. Nelson Ave, La Puente, California 91746-0002","14101 E. Nelson Ave, La Puente, California 91746-0002, USA",34.045425,-117.9792416,"2-year, Public",812,812,91%,
3225300,American University Of Health Sciences,"384,752.00","192,376.00","1600 East Hill St, Signal Hill, California 90755-3612","1600 East Hill St, Signal Hill, California 90755-3612, USA",33.7968545,-118.1713735,"4-year, Private for-profit",384,359,33%,
2277400,South Coast College,"366,087.00","183,044.00","2011 W. Chapman Avenue, Orange, California 92868-2609","2011 W. Chapman Avenue, Orange, California 92868-2609, USA",33.7883358,-117.8740446,"2-year, Private for-profit",226,226,33%,10%
950900,Charles A. Jones Career And Education Center,"365,709.00","182,855.00","5451 Lemon Hill Ave, Sacramento, California 95824-1529","5451 Lemon Hill Ave, Sacramento, California 95824-1529, USA",38.5161,-121.4407358,"2-year, Public",243,243,82%,
1036500,Charles R. Drew University Of Medicine And Science,"360,477.00","180,239.00","1731 E 120th St, Los Angeles, California 90059","1731 E 120th St, Los Angeles, California 90059, USA",33.9254883,-118.2428859,"4-year, Private not-for-profit",748,198,75%,
4175200,Paul Mitchell The School East Bay,"355,653.00","177,827.00","100 Crescent Dr., Suite D, Pleasant Hill, California 94523","100 Crescent Dr., Suite D, Pleasant Hill, California 94523, USA",37.944972,-122.0615187,"< 2-year, Private for-profit",128,128,66%,
4138700,Paul Mitchell The School - Pasadena,"354,896.00","177,448.00","825 E Green Street, Pasadena, California 91101","825 E Green Street, Pasadena, California 91101, USA",34.1446757,-118.1333132,"< 2-year, Private for-profit",237,237,92%,
2358000,Thomas Aquinas College,"354,873.00","177,437.00","10,000 Ojai Road, Santa Paula, California 93060","10,000 Ojai Road, Santa Paula, California 93060, USA",34.429105,-119.086685,"4-year, Private not-for-profit",439,439,84%,
1215400,California Institute Of Integral Studies,"352,356.00","176,178.00","1453 Mission Street, San Francisco, California 94103","1453 Mission Street, San Francisco, California 94103, USA",37.7745275,-122.4163091,"4-year, Private not-for-profit",1476,69,,
3814400,Soka University Of America,"351,126.00","175,563.00","1 University Drive, Aliso Viejo, California 92656-8081","1 University Drive, Aliso Viejo, California 92656-8081, USA",33.5547982,-117.7352081,"4-year, Private not-for-profit",419,406,89%,
125900,Palo Verde College,"349,166.00","174,583.00","One College Drive, Blythe, California 92225","One College Drive, Blythe, California 92225, USA",33.6619253,-114.652572,"2-year, Public",4540,4540,33%,7%
1290700,Lake Tahoe Community College,"348,926.00","174,463.00","One College Drive, South Lake Tahoe, California 96150","One College Drive, South Lake Tahoe, California 96150, USA",38.9269827,-119.9727982,"2-year, Public",2577,2577,29%,25%
4193700,John Paul The Great Catholic University,"343,805.00","171,903.00","155 W. Grand Ave, Escondido, California 92025","155 W. Grand Ave, Escondido, California 92025, USA",33.1208546,-117.0824192,"4-year, Private not-for-profit",278,272,58%,
125500,Pacific Oaks College,"340,238.00","170,119.00","45 W Eureka Street, Pasadena, California 91103","45 W Eureka Street, Pasadena, California 91103, USA",34.1533051,-118.1512735,"4-year, Private not-for-profit",1163,494,,
2075800,Southern California Institute Of Architecture (The),"339,620.00","169,810.00","960 E. 3rd Street, Los Angeles, California 90013-1822","960 E. 3rd Street, Los Angeles, California 90013-1822, USA",34.0440447,-118.2327892,"4-year, Private not-for-profit",497,240,94%,
4259800,California Institute Of Arts & Technology,"338,044.00","169,022.00","2820 Camino Del Rio South Suite 100, San Diego, California 92108-3822","2820 Camino Del Rio South Suite 100, San Diego, California 92108-3822, USA",32.7708335,-117.1340387,"2-year, Private for-profit",372,372,,
121700,Lassen College,"335,004.00","167,502.00","478-200 Hwy 139, Susanville, California 96130","478-200 Hwy 139, Susanville, California 96130, USA",40.429826,-120.63056,"2-year, Public",2526,2526,24%,23%
4132700,Healthcare Career College,"331,157.00","165,579.00","8527 Alondra Blvd, #174, Paramount, California 90723-5258","8527 Alondra Blvd, #174, Paramount, California 90723-5258, USA",33.8900218,-118.150074,"2-year, Private for-profit",333,333,95%,
2064300,Sierra College Of Beauty,"321,871.00","160,936.00","1340 W 18th St, Merced, California 95340","1340 W 18th St, Merced, California 95340, USA",37.3069295,-120.4959268,"< 2-year, Private for-profit",138,138,90%,1%
4164400,Angeles Institute,"319,593.00","159,797.00","17100 PIONEER BLVD, SUITE 170, ARTESIA, California 90701-2713","17100 PIONEER BLVD, SUITE 170, ARTESIA, California 90701-2713, USA",33.8757805,-118.0807641,"< 2-year, Private for-profit",84,84,29%,
3067400,Baldwin Park Adult School,"319,015.00","159,508.00","4640 N. Maine Ave, Baldwin Park, California 91706-4221","4640 N. Maine Ave, Baldwin Park, California 91706-4221, USA",34.0965904,-117.9592983,"< 2-year, Public",305,305,76%,
4208900,Advanced Career Institute,"311,065.00","155,533.00","1728 North Kelsey Street, Visalia, California 93291","1728 North Kelsey Street, Visalia, California 93291, USA",36.3447661,-119.3850896,"< 2-year, Private for-profit",637,637,80%,
1202600,Bellus Academy,"310,881.00","155,441.00","1073 E Main St, El Cajon, California 92021","1073 E Main St, El Cajon, California 92021, USA",32.7940407,-116.946059,"2-year, Private for-profit",200,200,78%,
697500,Lincoln University,"310,107.00","155,054.00","401 15th Street, Oakland, California 94612-2801","401 15th Street, Oakland, California 94612-2801, USA",37.8047231,-122.2696866,"4-year, Private not-for-profit",475,95,78%,22%
3935300,California Nurses Educational Institute,"309,864.00","154,932.00","5200 E. Ramon Rd. Suite I-1, Palm Springs, California 92264","5200 E. Ramon Rd. Suite I-1, Palm Springs, California 92264, USA",33.8162292,-116.4919114,"< 2-year, Private for-profit",217,217,82%,
4149700,Homestead Schools,"309,756.00","154,878.00","23800 Hawthorne Blvd. Ste 200, Torrance, California 90505","23800 Hawthorne Blvd. Ste 200, Torrance, California 90505, USA",33.809088,-118.350134,"4-year, primarily associate's, Private not-for-profit",182,182,83%,
2138300,Palo Alto University,"303,711.00","151,856.00","1791 Arastradero Rd, Palo Alto, California 94304-1337","1791 Arastradero Rd, Palo Alto, California 94304-1337, USA",37.3820465,-122.1870435,"4-year, Private not-for-profit",1075,68,,
3063400,Modern Technology School,"300,190.00","150,095.00","16560 Harbor Blvd., Suite K, Fountain Valley, California 92708-9821","16560 Harbor Blvd., Suite K, Fountain Valley, California 92708-9821, USA",33.7231285,-117.9189045,"2-year, Private for-profit",95,95,89%,
116900,Claremont Graduate University,"295,107.00","147,554.00","150 E Tenth St, Claremont, California 91711-6160","150 E Tenth St, Claremont, California 91711-6160, USA",34.1030004,-117.7143271,"4-year, Private not-for-profit",1950,,,
998900,California Aeronautical University,"294,711.00","147,356.00","1450 Boughton Drive, Bakersfield, California 93308","1450 Boughton Drive, Bakersfield, California 93308, USA",35.4341869,-119.0506421,"4-year, primarily associate's, Private for-profit",230,224,23%,
120000,Fuller Theological Seminary,"293,342.00","146,671.00","135 N Oakland Ave, Pasadena, California 91182","135 N Oakland Ave, Pasadena, California 91182, USA",34.148218,-118.1404603,"4-year, Private not-for-profit",2265,,,
4141300,San Francisco Institute Of Esthetics & Cosmetology,"291,524.00","145,762.00","1067 Folsom St, San Francisco, California 94103","1067 Folsom St, San Francisco, California 94103, USA",37.7770726,-122.4070613,"< 2-year, Private for-profit",174,174,63%,
2258600,Avalon School Of Cosmetology,"288,531.00","144,266.00","2318 Central Avenue, Alameda, California 94501","2318 Central Avenue, Alameda, California 94501, USA",37.7643204,-122.2434211,"< 2-year, Private for-profit",47,47,67%,
4237100,Salon Professional Academy (The),"287,982.00","143,991.00","1600 Saratoga Avenue, Suite 103, San Jose, California 95129-5101","1600 Saratoga Avenue, Suite 103, San Jose, California 95129-5101, USA",37.2920045,-121.9894762,"< 2-year, Private for-profit",174,174,83%,
2262400,Yeshiva Ohr Elchonon Chabad - West Coast Talmudical Seminary,"286,933.00","143,467.00","7215 Waring Ave, Los Angeles, California 90046-7660","7215 Waring Ave, Los Angeles, California 90046-7660, USA",34.085421,-118.3465144,"4-year, Private not-for-profit",138,138,49%,22%
3299300,Pacific College,"283,666.00","141,833.00","3160 Red Hill Ave, Costa Mesa, California 92626","3160 Red Hill Ave, Costa Mesa, California 92626, USA",33.6800845,-117.8733121,"4-year, primarily associate's, Private for-profit",255,255,46%,10%
394800,San Francisco Art Institute,"283,166.00","141,583.00","800 Chestnut St, San Francisco, California 94133-2299","800 Chestnut St, San Francisco, California 94133-2299, USA",37.8038552,-122.4172161,"4-year, Private not-for-profit",332,220,46%,
3868400,Los Angeles College Of Music,"279,751.00","139,876.00","300 S Fair Oaks Ave, Pasadena, California 91105","300 S Fair Oaks Ave, Pasadena, California 91105, USA",34.1403478,-118.150074,"4-year, Private for-profit",288,288,47%,
3039900,Fremont College,"277,847.00","138,924.00","18000 Studebaker Road Suite 900A, Cerritos, California 90703","18000 Studebaker Road Suite 900A, Cerritos, California 90703, USA",33.868549,-118.0970425,"4-year, primarily associate's, Private for-profit",191,191,52%,
1301000,Lancaster Beauty School,"276,907.00","138,454.00","44646 N 10th St W, Lancaster, California 93534","44646 N 10th St W, Lancaster, California 93534, USA",34.6951487,-118.1477175,"< 2-year, Private for-profit",134,134,86%,
394700,"University Of California, Hastings College Of The Law","276,618.00","138,309.00","200 McAllister Street, San Francisco, California 94102-4978","200 McAllister Street, San Francisco, California 94102-4978, USA",37.7811659,-122.4158445,"4-year, Public",979,,,
3695300,Community Enhancement Services,"267,036.00","133,518.00","401 S. Glenoaks Blvd. Suite 211, Burbank, California 91502-2750","401 S. Glenoaks Blvd. Suite 211, Burbank, California 91502-2750, USA",34.180446,-118.303324,"< 2-year, Private not-for-profit",126,126,67%,
3458300,My Le'S Beauty College,"266,867.00","133,434.00","4516 Florin Road, Sacramento, California 95823-2513","4516 Florin Road, Sacramento, California 95823-2513, USA",38.4949986,-121.452293,"< 2-year, Private for-profit",254,254,94%,
4092400,Make-Up Designory,"258,613.00","129,307.00","129 S. San Fernando Blvd., Burbank, California 91502","129 S. San Fernando Blvd., Burbank, California 91502, USA",34.1801997,-118.3083404,"< 2-year, Private for-profit",262,262,91%,
4221900,California Technical Academy,"255,559.00","127,780.00","1285 Columbia Ave, Riverside, California 92507","1285 Columbia Ave, Riverside, California 92507, USA",34.0027151,-117.3392057,"< 2-year, Private for-profit",715,715,88%,
3116600,East San Gabriel Valley Rop And Technical Center,"255,012.00","127,506.00","1501 W Del Norte St., West Covina, California 91790","1501 W Del Norte St., West Covina, California 91790, USA",34.0767725,-117.937097,"2-year, Public",108,108,83%,
127800,San Francisco Conservatory Of Music,"249,016.00","124,508.00","50 Oak Street, San Francisco, California 94102-6011","50 Oak Street, San Francisco, California 94102-6011, USA",37.7755638,-122.4204101,"4-year, Private not-for-profit",452,233,61%,
4259700,University Of Saint Katherine,"246,937.00","123,469.00","1637 Capalina Road, San Marcos, California 92069","1637 Capalina Road, San Marcos, California 92069, USA",33.1512468,-117.1965733,"4-year, Private not-for-profit",235,235,7%,5%
3532400,Ata College,"246,006.00","123,003.00","1810 Gillespie Way, Suite 104, El Cajon, California 92020","1810 Gillespie Way, Suite 104, El Cajon, California 92020, USA",32.8190077,-116.9817959,"2-year, Private for-profit",82,82,93%,
3029600,Pomona Adult School,"245,993.00","122,997.00","1515 W Mission Blvd, Pomona, California 91766-1233","1515 W Mission Blvd, Pomona, California 91766-1233, USA",34.0548572,-117.7726574,"< 2-year, Public",138,138,41%,
2285100,Hilltop Beauty School,"243,264.00","121,632.00","6317 Mission St, Daly City, California 94014","6317 Mission St, Daly City, California 94014, USA",37.7054739,-122.4614193,"< 2-year, Private for-profit",111,111,57%,
2553500,Associated Technical College,"243,114.00","121,557.00","2650 Camino Del Rio North, Ste. 100, San Diego, California 92108-1630","2650 Camino Del Rio North, Ste. 100, San Diego, California 92108-1630, USA",32.7730521,-117.1351761,"< 2-year, Private for-profit",85,85,72%,
2543400,Brownson Technical School,"241,003.00","120,502.00","1110 Technology Cir Ste D, Anaheim, California 92805","1110 Technology Cir Ste D, Anaheim, California 92805, USA",33.8190162,-117.9059512,"< 2-year, Private for-profit",53,53,85%,
4211900,Xavier College School Of Nursing,"238,863.00","119,432.00","1340 North El Dorado Street, Stockton, California 95202-1017","1340 North El Dorado Street, Stockton, California 95202-1017, USA",37.9663118,-121.2932577,"< 2-year, Private for-profit",81,81,93%,
4160400,Angeles College,"237,819.00","118,910.00","3440 Wilshire Blvd Ste 310, Los Angeles, California 90010","3440 Wilshire Blvd Ste 310, Los Angeles, California 90010, USA",34.061426,-118.2990203,"4-year, primarily associate's, Private for-profit",267,267,78%,
1186500,California Hair Design Academy,"237,120.00","118,560.00","8011 University Avenue, Suite A-2, La Mesa, California 91942-5055","8011 University Avenue, Suite A-2, La Mesa, California 91942-5055, USA",32.765421,-117.024054,"< 2-year, Private for-profit",128,128,64%,12%
4092300,Coastline Beauty College,"236,995.00","118,498.00","16151 Harbor Blvd, Fountain Valley, California 92708","16151 Harbor Blvd, Fountain Valley, California 92708, USA",33.7287565,-117.9215591,"< 2-year, Private for-profit",172,172,94%,
4115300,Coachella Valley Beauty College,"233,574.00","116,787.00","79450 Highway 111, La Quinta, California 92253","79450 Highway 111, La Quinta, California 92253, USA",33.70809,-116.2784275,"< 2-year, Private for-profit",58,58,59%,
1298400,Professional Institute Of Beauty,"233,396.00","116,698.00","10801 E. Valley Mall, El Monte, California 91731","10801 E. Valley Mall, El Monte, California 91731, USA",34.0756356,-118.0389637,"< 2-year, Private for-profit",111,111,79%,
2595600,Asian-American International Beauty College,"229,596.00","114,798.00","7871 Westminster Blvd, Westminster, California 92683","7871 Westminster Blvd, Westminster, California 92683, USA",33.7595697,-117.9916177,"< 2-year, Private for-profit",501,501,91%,
4076400,Gnomon,"226,588.00","113,294.00","1015 N Cahuenga Blvd Ste 54301, Hollywood, California 90038","1015 N Cahuenga Blvd Ste 54301, Hollywood, California 90038, USA",34.0895706,-118.3291896,"4-year, primarily associate's, Private for-profit",399,399,0%,
713000,Newberry School Of Beauty,"225,726.00","112,863.00","16860 Devonshire Blvd, Granada Hills, California 91344-7401","16860 Devonshire Blvd, Granada Hills, California 91344-7401, USA",34.2566259,-118.5000983,"< 2-year, Private for-profit",113,113,85%,
3125300,John Wesley International Barber And Beauty College,"225,673.00","112,837.00","920 Atlantic Avenue Suite 200, Long Beach, California 90813","920 Atlantic Avenue Suite 200, Long Beach, California 90813, USA",33.7782,-118.1846936,"< 2-year, Private for-profit",66,66,56%,
3266300,Bethesda University,"222,826.00","111,413.00","730 N. Euclid St, Anaheim, California 92801","730 N. Euclid St, Anaheim, California 92801, USA",33.8422654,-117.9411471,"4-year, Private not-for-profit",397,258,26%,
4223700,Bay Area Medical Academy,"222,337.00","111,169.00","530 Bush Street #201, San Francisco, California 94108-3623","530 Bush Street #201, San Francisco, California 94108-3623, USA",37.790884,-122.4060307,"< 2-year, Private for-profit",101,101,72%,
1307400,American Beauty College,"221,903.00","110,952.00","652 S. Sunset Ave, West Covina, California 91790","652 S. Sunset Ave, West Covina, California 91790, USA",34.0693376,-117.9368998,"< 2-year, Private for-profit",92,92,48%,
2537200,Palomar Institute Of Cosmetology,"216,046.00","108,023.00","355 Via Vera Cruz #3, San Marcos, California 92078","355 Via Vera Cruz #3, San Marcos, California 92078, USA",33.1366386,-117.1882782,"< 2-year, Private for-profit",141,141,91%,
2597300,South Baylo University,"213,732.00","106,866.00","1126 N Brookhurst St, Anaheim, California 92801-1701","1126 N Brookhurst St, Anaheim, California 92801-1701, USA",33.8482268,-117.9584451,"4-year, Private not-for-profit",338,,,
2520400,Adrians Beauty College Of Turlock,"213,440.00","106,720.00","1340 W Main St, Turlock, California 95380","1340 W Main St, Turlock, California 95380, USA",37.4926686,-120.8642753,"< 2-year, Private for-profit",90,90,74%,
129500,Southwestern Law School,"212,120.00","106,060.00","3050 Wilshire Boulevard, Los Angeles, California 90010-1106","3050 Wilshire Boulevard, Los Angeles, California 90010-1106, USA",34.0613992,-118.2884225,"4-year, Private not-for-profit",819,,,
4215100,California Career Institute,"211,121.00","105,561.00","1240 S State College BLVD Ste. 135, Anaheim, California 92806","1240 S State College BLVD Ste. 135, Anaheim, California 92806, USA",33.816647,-117.88787,"< 2-year, Private for-profit",147,147,71%,
2578000,Santa Barbara Business College,"208,381.00","104,191.00","303 E Plaza Dr Ste 1, Santa Maria, California 93454","303 E Plaza Dr Ste 1, Santa Maria, California 93454, USA",34.937706,-120.433378,"4-year, primarily associate's, Private for-profit",89,89,52%,5%
3084700,Ventura Adult And Continuing Education,"207,297.00","103,649.00","5200 Valentine Rd, Ventura, California 93003-0000","5200 Valentine Rd, Ventura, California 93003-0000, USA",34.2561632,-119.2194483,"< 2-year, Public",97,97,94%,
4274900,Contra Costa Medical Career College,"206,180.00","103,090.00","4041 Lone Tree Way, Antioch, California 94581-6208","4041 Lone Tree Way, Antioch, California 94581-6208, USA",37.9767998,-121.8015862,"2-year, Private for-profit",701,701,100%,
3126800,Pacifica Graduate Institute,"204,263.00","102,132.00","249 Lambert Rd, Carpinteria, California 93013","249 Lambert Rd, Carpinteria, California 93013, USA",34.4219474,-119.5805358,"4-year, Private for-profit",829,,,
4175400,Elite Cosmetology School,"200,776.00","100,388.00","56300 Twentynine Palms Highway, Suite 113, Yucca Valley, California 92284-2860","56300 Twentynine Palms Highway, Suite 113, Yucca Valley, California 92284-2860, USA",34.121082,-116.435487,"< 2-year, Private for-profit",113,113,57%,
4242500,Associated Barber College Of San Diego,"199,340.00","99,670.00","1333 5th Avenue, San Diego, California 92101-4210","1333 5th Avenue, San Diego, California 92101-4210, USA",32.7192047,-117.1598386,"< 2-year, Private for-profit",65,65,93%,
4249600,Westcliff University,"199,036.00","99,518.00","17877 Von Karman Ave, Suite 400, Irvine, California 92614","17877 Von Karman Ave, Suite 400, Irvine, California 92614, USA",33.6855378,-117.8480941,"4-year, Private for-profit",2608,781,,
4159700,American Medical Sciences Center,"198,625.00","99,313.00","225 West Broadway, Suite 410, Glendale, California 91204-5108","225 West Broadway, Suite 410, Glendale, California 91204-5108, USA",34.147006,-118.2567737,"2-year, Private for-profit",64,64,74%,
448400,John F. Kennedy University,"196,815.00","98,408.00","100 Ellinwood Way, Pleasant Hill, California 94523-4817","100 Ellinwood Way, Pleasant Hill, California 94523-4817, USA",37.9571415,-122.0543582,"4-year, Private not-for-profit",1125,373,,
1310300,California Western School Of Law,"196,710.00","98,355.00","225 Cedar St, San Diego, California 92101-3046","225 Cedar St, San Diego, California 92101-3046, USA",32.7217154,-117.1625497,"4-year, Private not-for-profit",793,,,
4153900,Providence Christian College,"195,829.00","97,915.00","464 E Walnut St, Pasadena, California 91101","464 E Walnut St, Pasadena, California 91101, USA",34.1493046,-118.1409294,"4-year, Private not-for-profit",151,151,41%,
4114500,Valley College Of Medical Careers,"189,724.00","94,862.00","8399 Topanga Canyon Blvd Ste 200, West Hills, California 91304","8399 Topanga Canyon Blvd Ste 200, West Hills, California 91304, USA",34.2218048,-118.6068878,"2-year, Private for-profit",94,94,82%,
3853300,Keck Graduate Institute Of Applied Life Sciences,"189,117.00","94,559.00","535 Watson Dr, Claremont, California 91711","535 Watson Dr, Claremont, California 91711, USA",34.0932278,-117.7235615,"4-year, Private not-for-profit",580,,,
2211000,Salon Success Academy,"189,064.00","94,532.00","6780 Indiana Ave. Ste #200, Riverside, California 92506","6780 Indiana Ave. Ste #200, Riverside, California 92506, USA",33.9431785,-117.3911011,"< 2-year, Private for-profit",92,92,52%,
4145600,International College Of Cosmetology,"188,961.00","94,481.00","3701 International Boulevard, Oakland, California 94601-3525","3701 International Boulevard, Oakland, California 94601-3525, USA",37.7749278,-122.2208487,"< 2-year, Private for-profit",223,223,66%,
2304300,Platt College - San Diego,"187,377.00","93,689.00","6250 El Cajon Blvd, San Diego, California 92115-3919","6250 El Cajon Blvd, San Diego, California 92115-3919, USA",32.7639633,-117.0635483,"4-year, primarily associate's, Private for-profit",115,115,73%,
1294200,Rosemead Beauty School,"187,022.00","93,511.00","8531 E Valley Blvd, Rosemead, California 91770-1639","8531 E Valley Blvd, Rosemead, California 91770-1639, USA",34.0807748,-118.0829637,"< 2-year, Private for-profit",344,344,92%,
4208400,Riverside County Office Of Education,"186,455.00","93,228.00","2100 E. Alessandro Blvd., Riverside, California 92508","2100 E. Alessandro Blvd., Riverside, California 92508, USA",33.9172852,-117.2947066,"< 2-year, Public",291,291,81%,
4270000,Urban Barber College,"185,408.00","92,704.00","1809 Willow Pass Rd, Concord, California 94520-2522","1809 Willow Pass Rd, Concord, California 94520-2522, USA",37.9747975,-122.0392227,"< 2-year, Private for-profit",150,150,,
4141700,Healing Hands School Of Holistic Health,"183,798.00","91,899.00","125 W Mission Ave Ste 212, Escondido, California 92025","125 W Mission Ave Ste 212, Escondido, California 92025, USA",33.1296186,-117.0862575,"< 2-year, Private for-profit",337,337,72%,
2231900,Gemological Institute Of America,"176,142.00","88,071.00","5345 Armada Dr, Carlsbad, California 92008","5345 Armada Dr, Carlsbad, California 92008, USA",33.1322843,-117.3192726,"< 2-year, Private not-for-profit",167,167,93%,
616500,Los Angeles County College Of Nursing And Allied Health,"174,062.00","87,031.00","1237 N. Mission Rd., Los Angeles, California 90033-1084","1237 N. Mission Rd., Los Angeles, California 90033-1084, USA",34.0624252,-118.2121202,"2-year, Public",199,199,,
3874300,Cambridge Junior College,"172,968.00","86,484.00","939 Live Oak Blvd, Yuba City, California 95991","939 Live Oak Blvd, Yuba City, California 95991, USA",39.1421027,-121.6203321,"< 2-year, Private for-profit",112,112,68%,
