"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Los Angeles Center","6701 Center Drive West #1200, Los Angeles, California 90045-1746","www.myunion.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","","","NA","NA","Fall 2013","NA","-","20627901","01092303"
"Los Angeles ORT College-Los Angeles Campus","6435 Wilshire Boulevard, Los Angeles, California 90048","www.laort.edu","2-year, Private not-for-profit","Less than one year certificate|Associate's degree","City: Large","No","","","100%","NA","Fall 2016","$22,318","Clinical/Medical Laboratory Assistant","368780",""
"Los Angeles Pacific University","300 N Lone Hill Avenue, #200, San Dimas, California 91773-1741","https://www.lapu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","1953","1619","22%","44%","Fall 2013","$18,681","-","474863","04278800"
"Loyola Marymount University","One Lmu Drive, Los Angeles, California 90045-2659","https://www.lmu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","9822","6778","80%","NA","Fall 2013","$47,292","-","117946","01164900"
"Marshall B Ketchum University","2575 Yorba Linda Blvd, Fullerton, California 92831-1699","www.ketchum.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","739","","NA","NA","Fall 2013","NA","-","123943","00123000"
"Marymount California University","30800 Palos Verdes Drive East, Rancho Palos Verdes, California 90275-6299","www.marymountcalifornia.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","647","602","33%","26%","Fall 2013","$35,925","-","118541","01047400"
"Marymount California University - Lakeside Campus","3700 Country Club Dr., Lucerne, California 95458-0000","www.marymountcalifornia.edu/lakeside/explore","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","No","","","NA","NA","Fall 2013","NA","-","11854102",""
"Marymount University - Waterfront Campus","222 West Sixth Street, San Pedro, California 90731-3316","www.marymountcalifornia.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","","","NA","NA","Fall 2013","NA","-","11854101",""
"Menlo College","1000 El Camino Real, Atherton, California 94027-4301","www.menlo.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","894","894","58%","NA","Fall 2013","$27,233","-","118693","00123600"
"Middlebury Institute of International Studies at Monterey","460 Pierce Street, Monterey, California 93940","www.middlebury.edu/institute/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","No","688","8","NA","NA","Fall 2013","NA","-","119058","00369110"
"Mills College","5000 MacArthur Blvd, Oakland, California 94613","https://www.mills.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","1122","723","57%","NA","Fall 2013","$25,417","-","118888","00123800"
"Mount Saint Mary's University","12001 Chalon Rd, Los Angeles, California 90049-1599","https://www.msmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","2855","2238","65%","28%","Fall 2013","$29,708","-","119173","00124300"
"Mount Saint Mary's University - Doheny Campus","10 Chester Place, Los Angeles, California 90007","www.msmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","","","NA","NA","Fall 2013","NA","-","11917301","00124301"
"National University","11255 North Torrey Pines Road, La Jolla, California 92037-1011","www.nu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","No","16670","7356","29%","28%","Fall 2013","$29,382","-","119605","01146000"
"Northcentral University","11355 N. Torrey Pines Road, La Jolla, California 92037","www.ncu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","11223","165","NA","NA","Fall 2013","NA","-","444130","03813300"
"Northwestern Polytechnic University","47671 Westinghouse Drive, Fremont, California 94539","https://www.npu.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","30","11","60%","30%","Fall 2013","NA","-","120166",""
"Notre Dame de Namur University","1500 Ralston Ave, Belmont, California 94002-1908","www.ndnu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1363","795","52%","39%","Fall 2013","$24,682","-","120184","00117900"
"NTMA Training Centers of Southern California","12131 Telegraph Road, Santa Fe Springs, California 90670","www.trainingcenters.org","< 2-year, Private not-for-profit","Less than one year certificate","Suburb: Large","No","146","146","82%","NA","2016-17","$20,993","Machine Tool Technology/Machinist","443207","03590400"
"Occidental College","1600 Campus Rd, Los Angeles, California 90041-3392","https://www.oxy.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1985","1985","86%","11%","Fall 2013","$35,362","-","120254","00124900"
"Otis College of Art and Design","9045 Lincoln Blvd, Los Angeles, California 90045-3505","www.otis.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1183","1125","66%","NA","Fall 2013","$45,406","-","120403","00125100"
"Pacific Oaks College","45 W Eureka Street, Pasadena, California 91103","https://www.pacificoaks.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","No","1163","494","NA","NA","Fall 2013","NA","-","120768","00125500"
"Pacific School of Religion","1798 Scenic Ave, Berkeley, California 94709","www.psr.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","City: Midsize","Yes","98","","NA","NA","Fall 2013","NA","-","120795","00125600"
"Pacific States University","3424 Wilshire Blvd. 12th floor, Los Angeles, California 90010-2263","www.psuca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","28","3","50%","50%","Fall 2013","NA","-","120838","03163300"
"Pacific Union College","One Angwin Ave, Angwin, California 94508-9707","https://www.puc.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","909","906","57%","30%","Fall 2013","$22,585","-","120865","00125800"
"Palo Alto University","1791 Arastradero Rd, Palo Alto, California 94304-1337","www.paloaltou.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Rural: Fringe","No","1075","68","NA","NA","Fall 2013","NA","-","120698","02138300"
"Pardee RAND Graduate School","1776 Main St, Santa Monica, California 90401-3208","www.prgs.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Small","No","108","","NA","NA","Fall 2013","NA","-","121628","01044100"
"Pepperdine University","24255 Pacific Coast Hwy, Malibu, California 90263","www.pepperdine.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","8824","3583","86%","NA","Fall 2013","$42,135","-","121150","01014900"
"Pitzer College","1050 North Mills Avenue, Claremont, California 91711-6101","https://www.pitzer.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1086","1086","85%","NA","Fall 2013","$36,552","-","121257","00117200"
"Point Loma Nazarene University","3900 Lomaland Dr, San Diego, California 92106-2899","www.pointloma.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","4567","3203","75%","22%","Fall 2013","$33,183","-","121309","00126200"
"Pomona College","550 N College Ave, Claremont, California 91711-6319","www.pomona.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1637","1637","93%","NA","Fall 2013","$18,500","-","121345","00117300"
"Presbyterian Theological Seminary in America","15605 Carmenita Road, Santa Fe Springs, California 90670-5611","ptsa.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","Suburb: Large","No","174","46","60%","40%","Fall 2013","NA","-","490045","04122800"
"Presidio Graduate School","1202 Ralston Ave #300, San Francisco, California 94129-1749","www.presidio.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Large","No","120","","NA","NA","Fall 2013","NA","-","486433","04235500"
"Providence Christian College","464 E Walnut St, Pasadena, California 91101","www.providencecc.edu","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","151","151","41%","NA","Fall 2013","$23,765","-","455770","04153900"
"Reiss-Davis Graduate School","3200 Motor Ave., Los Angeles, California 90034","www.reissdavis.org","4-year, Private not-for-profit","Doctor's degree - research/scholarship","City: Large","No","44","","NA","NA","Fall 2013","NA","-","492209","04281300"
"Relay Graduate School of Education - California","2001 Gateway Place Suite 230 E, San Jose, California 95110-3719","relay.edu/","4-year, Private not-for-profit","Master's degree","City: Large","","","","NA","NA","Fall 2013","NA","-","47503315","04208615"
"Sacramento Center","160 Promenade Circle, Suite 115, Sacramento, California 95834-1746","www.myunion.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","","","NA","NA","Fall 2013","NA","-","20627903","01092302"
"Saint Mary's College of California","1928 Saint Marys Road, Moraga, California 94575","https://www.stmarys-ca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","3692","2646","78%","NA","Fall 2013","$36,613","-","123554","00130200"
"Samuel Merritt University","3100 Telegraph Avenue, Oakland, California 94609","www.samuelmerritt.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","No","2029","768","NA","NA","Fall 2013","NA","-","122296","00701200"
"San Diego Christian College","200 Riverview Parkway, Santee, California 92071","sdcc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","551","488","53%","NA","Fall 2013","$26,278","-","112084","01203100"
"San Francisco Art Institute","800 Chestnut St, San Francisco, California 94133-2299","www.sfai.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","332","220","46%","NA","Fall 2013","$47,315","-","122454","00394800"
"San Francisco Conservatory of Music","50 Oak Street, San Francisco, California 94102-6011","https://sfcm.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","452","233","61%","NA","Fall 2013","$40,081","-","122506","00127800"
"San Francisco Theological Seminary","105 Seminary Road, San Anselmo, California 94960-0000","www.sfts.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","","","NA","NA","Fall 2013","NA","-","122603","00127900"
"San Joaquin College of Law","901 Fifth St, Clovis, California 93612-1312","www.sjcl.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","Suburb: Large","No","171","","NA","NA","Fall 2013","NA","-","122649","02500000"
"Santa Clara University","500 El Camino Real, Santa Clara, California 95053","www.scu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","8669","5694","91%","NA","Fall 2013","$42,114","-","122931","00132600"
"Saybrook University","55 W Eureka Street, Pasadena, California 91103","https://www.saybrook.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","No","688","","NA","NA","Fall 2013","NA","-","123095","02120600"
"Scripps College","1030 North Columbia Avenue, Claremont, California 91711-3905","www.scrippscollege.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate","Suburb: Large","Yes","1109","1089","90%","NA","Fall 2013","$39,702","-","123165","00117400"
"Shasta Bible College and Graduate School","2951 Goodwater Ave., Redding, California 96002","www.shasta.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree","City: Small","Yes","41","29","67%","11%","Fall 2013","$17,545","-","123280","02359300"
"Simpson University","2211 College View Drive, Redding, California 96003-8606","www.simpsonu.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","854","702","45%","25%","Fall 2013","$22,081","-","123457","00129100"
"Soka University of America","1 University Drive, Aliso Viejo, California 92656-8081","www.soka.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","419","406","89%","NA","Fall 2013","$14,439","-","399911","03814400"
"South Baylo University","1126 N Brookhurst St, Anaheim, California 92801-1701","www.southbaylo.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","338","","NA","NA","Fall 2013","NA","-","123633","02597300"
"Southern California Institute of Architecture","960 E. 3rd Street, Los Angeles, California 90013-1822","www.sciarc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","No","497","240","94%","NA","Fall 2013","$41,366","-","123952","02075800"
"Southern California Seminary","2075 E. Madison Avenue, El Cajon, California 92019-1108","www.socalsem.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","176","43","0%","50%","Fall 2013","$29,127","-","117575","03332300"
"Southern California University of Health Sciences","16200 East Amber Valley Drive, Whittier, California 90604","www.scuhs.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","No","1386","746","NA","NA","Fall 2013","$17,273","-","117672","00122900"
"Southwestern Law School","3050 Wilshire Boulevard, Los Angeles, California 90010-1106","www.swlaw.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","Yes","819","","NA","NA","Fall 2013","NA","-","123970","00129500"
"St John's Seminary","5012 Seminary Rd, Camarillo, California 93012-2500","www.stjohnsem.edu","4-year, Private not-for-profit","Master's degree","Rural: Fringe","Yes","104","","NA","NA","Fall 2013","NA","-","123855","00129900"
"Stanford University"," , Stanford, California 94305","www.stanford.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","17249","6996","94%","1%","Fall 2013","$16,779","-","243744","00130500"
"Starr King School for the Ministry","5000 MacArthur Blvd, Oakland, California 94613-1209","www.sksm.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","No","88","","NA","NA","Fall 2013","NA","-","123916","00408000"
"SUM Bible College and Theological Seminary","1101 Investment Blvd. #115, El Dorado Hills, California 95762","www.sum.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Fringe","Yes","626","459","38%","15%","Fall 2013","$18,489","-","447953","03752400"
"The Chicago School of Professional Psychology at Irvine","4199 Campus Dr, Irvine, California 92612","https://www.thechicagoschool.edu/irvine","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","454","","NA","NA","Fall 2013","NA","-","455433","02155305"
"The Chicago School of Professional Psychology at Los Angeles","707 Wilshire Boulevard, Los Angeles, California 90017","www.thechicagoschool.edu/los-angeles","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","2999","180","NA","NA","Fall 2013","NA","-","455664","02155300"
"The Chicago School of Professional Psychology at San Diego","401 W. A Street at 1 Columbia Place, San Diego, California 92101-7903","https://www.thechicagoschool.edu/san-diego","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","101","","NA","NA","Fall 2013","NA","-","491190","02155309"
"The Master's University and Seminary","21726 Placerita Canyon Road, Santa Clarita, California 91321-1200","www.masters.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","2006","1305","70%","5%","Fall 2013","$30,268","-","117751","00122000"
"The Santa Barbara and Ventura Colleges of Law at Santa Barbara","20 E Victoria St, Santa Barbara, California 93101","https://www.collegesoflaw.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","City: Small","No","81","","NA","NA","Fall 2013","NA","-","475228","04250101"
"The Santa Barbara and Ventura Colleges of Law at Ventura","4475 Market St, Ventura, California 93003","https://www.collegesoflaw.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","187","","NA","NA","Fall 2013","NA","-","125037","04250100"
"The Wright Institute","2728 Durant Ave, Berkeley, California 94704-1796","www.wi.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree","City: Midsize","No","487","","NA","NA","Fall 2013","NA","-","126012","00884600"
"Thomas Aquinas College","10,000 Ojai Road, Santa Paula, California 93060","https://thomasaquinas.edu","4-year, Private not-for-profit","Bachelor's degree","Rural: Distant","Yes","439","439","84%","NA","Fall 2013","$22,073","-","124292","02358000"
"Thomas Jefferson School of Law","701 B Street - Suite 110, San Diego, California 92101","www.tjsl.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","219","","NA","NA","Fall 2013","NA","-","126049","01085400"
"Touro University California","1310 Club Drive, Vallejo, California 94592","www.tu.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","1378","","NA","NA","Fall 2013","NA","-","459736","04142600"
"Touro University Worldwide","10601 Calle Lee  #179, Los Alamitos, California 90720","www.tuw.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","1940","526","100%","NA","Fall 2013","$20,390","-","459727","04142500"
"Trinity Law School","2200 N Grand Ave, Santa Ana, California 92705","tls.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","326","","NA","NA","Fall 2013","NA","-","123448","00177212"
"University of La Verne","1950 Third St, La Verne, California 91750-4401","www.laverne.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","7396","4528","73%","NA","Fall 2013","$27,933","-","117140","00121600"
"University of Redlands","1200 E. Colton Ave, Redlands, California 92373-0999","www.redlands.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","4931","3206","76%","8%","Fall 2013","$31,180","-","121691","00132200"
"University of Saint Katherine","1637 Capalina Road, San Marcos, California 92069","www.usk.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","No","235","235","7%","5%","Fall 2013","$26,931","-","488785","04259700"
"University of San Diego","5998 Alcala Park, San Diego, California 92110-2492","www.sandiego.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","9181","5919","81%","NA","Fall 2013","$35,936","-","122436","01039500"
"University of San Francisco","2130 Fulton St, San Francisco, California 94117-1080","https://www.usfca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","10636","6577","75%","16%","Fall 2013","$38,422","-","122612","00132500"
"University of Southern California","University Park, Los Angeles, California 90089","www.usc.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","48321","20351","92%","NA","Fall 2013","$37,521","-","123961","00132800"
"University of the Pacific","3601 Pacific Ave, Stockton, California 95211-0197","www.pacific.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","6447","3640","71%","NA","Fall 2013","$33,178","-","120883","00132900"
"University of the People","595 E Colorado Blvd Suite 623, Pasadena, California 91101","uopeople.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","5043","4424","9%","NA","Fall 2013","$1,489","-","488846",""
"University of the West","1409 Walnut Grove Ave, Rosemead, California 91770","www.uwest.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","284","153","17%","22%","Fall 2013","$12,116","-","449870","03696300"
"Vanguard University of Southern California","55 Fair Dr, Costa Mesa, California 92626","https://www.vanguard.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","City: Midsize","Yes","2175","1920","59%","NA","Fall 2013","$20,376","-","123651","00129300"
"Western Seminary-Sacramento","290 Technology Way, Ste 200, Rocklin, California 95765","https://www.westernseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Rural: Fringe","","","","NA","NA","Fall 2013","NA","-","21036802","00717804"
"Western Seminary-San Jose","1000 S. Park Victoria Drive, Milpitas, California 95035","https://www.westernseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Small","","","","NA","NA","Fall 2013","NA","-","21036801","00717801"
"Western University of Health Sciences","309 E 2nd St, Pomona, California 91766-1854","www.westernu.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","No","3792","","NA","NA","Fall 2013","NA","-","112525","02482700"
"Westminster Theological Seminary in California","1725 Bear Valley Parkway, Escondido, California 92027","www.wscal.edu","4-year, Private not-for-profit","Master's degree","Suburb: Large","Yes","133","","NA","NA","Fall 2013","NA","-","125718","02276800"
"Westmont College","955 La Paz Rd, Santa Barbara, California 93108-1089","www.westmont.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree","Suburb: Midsize","Yes","1317","1317","79%","19%","Fall 2013","$32,663","-","125727","00134100"
"Whittier College","13406 E Philadelphia Street, Whittier, California 90601","www.whittier.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","1841","1776","72%","NA","Fall 2013","$26,363","-","125763","00134200"
"William Jessup University","2121 University Avenue, Rocklin, California 95765-3707","WWW.JESSUP.EDU","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","1743","1261","64%","NA","Fall 2013","$22,968","-","122728","00128100"
"Woodbury University","7500 Glenoaks Blvd, Burbank, California 91504-1052","https://woodbury.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1225","1108","54%","NA","Fall 2013","$26,349","-","125897","00134300"
"World Mission University","500 Shatto Pl Ste 600, Los Angeles, California 90020","www.wmu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree","City: Large","No","421","190","0%","100%","Fall 2013","$18,723","-","401223","03868300"
"Wright Institute (The) -","2501 9th Street, Berkeley, California 94710-2254","wi.edu","4-year, Private not-for-profit","Master's degree","City: Midsize","","","","NA","NA","Fall 2013","NA","-","12601201","00884601"
"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","7215 Waring Ave, Los Angeles, California 90046-7660","www.yoec.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Large","Yes","138","138","49%","22%","Fall 2013","$11,489","-","126076","02262400"
"Yo San University of Traditional Chinese Medicine","13315 W. Washington Boulevard, Los Angeles, California 90066","yosan.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","No","142","","NA","NA","Fall 2013","NA","-","401250","03098200"
"Young Americans College of the Performing Arts","1132 Olympic Drive, Corona, California 92881-3390","https://www.yacollege.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Midsize","Yes","143","143","42%","NA","Fall 2016","$27,908","-","493619","04277100"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2018-2019 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
