OPE ID,School,Total Allocation ($),Minimum Allocation to be Awarded for Emergency Financial Aid Grants to Students ($),Address,Type,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate
4186900,"International College Of Beauty, Arts & Sciences","162,618.00","81,309.00","5225 San Fernando Road West, Los Angeles, California 90039-1012","< 2-year, Private for-profit",49.0,49.0,90%,
4273300,Victory Career College,"162,289.00","81,145.00","19401 South Vermont Avenue, Torrance, California 90502-4434","< 2-year, Private for-profit",123.0,123.0,78%,
4245500,Universal Healthcare Careers College,"158,672.00","79,336.00","1625 West Olympic Boulevard, Suite 708, Los Angeles, California 90015-3811","< 2-year, Private for-profit",156.0,156.0,96%,
3999300,Beaumont Adult School,"156,954.00","78,477.00","1575 Cherry Ave, Beaumont, California 92223","< 2-year, Public",88.0,88.0,83%,
4237800,California Barber And Beauty College,"156,711.00","78,356.00","5315 El Cajon Boulevard, San Diego, California 92115-4730","< 2-year, Private for-profit",62.0,62.0,33%,
4195200,Diamond Beauty College,"155,896.00","77,948.00","10301 Garvey Avenue  #200, South El Monte, California 91733-2180","< 2-year, Private for-profit",47.0,47.0,94%,
4212000,Lawrence & Company College Of Cosmetology,"154,888.00","77,444.00","810 North 10th Avenue, Hanford, California 93230-4102","< 2-year, Private for-profit",48.0,48.0,71%,
718700,North Adrian'S College Of Beauty,"153,436.00","76,718.00","124 Floyd Ave, Modesto, California 95350-2381","< 2-year, Private for-profit",236.0,236.0,57%,
2298000,Design Institute Of San Diego,"149,639.00","74,820.00","8555 Commerce Ave, San Diego, California 92121","4-year, Private for-profit",121.0,121.0,56%,6%
2178700,Citrus Heights Beauty College,"147,682.00","73,841.00","7518 Baird Way, Citrus Heights, California 95610-1410","< 2-year, Private for-profit",123.0,123.0,75%,
3479300,Pci College,"146,325.00","73,163.00","17215 Studebaker Rd #310, Cerritos, California 90703","4-year, primarily associate's, Private for-profit",114.0,114.0,84%,
123000,Marshall B. Ketchum University,"145,778.00","72,889.00","2575 Yorba Linda Blvd, Fullerton, California 92831-1699","4-year, Private not-for-profit",739.0,,,
884600,Wright Institute (The),"145,487.00","72,744.00","2728 Durant Ave, Berkeley, California 94704-1796","4-year, Private not-for-profit",487.0,,,
714200,Lyle'S College Of Beauty,"145,271.00","72,636.00","6735 N First Ave Ste 112, Fresno, California 93710","< 2-year, Private for-profit",83.0,83.0,40%,
3696300,University Of The West,"140,086.00","70,043.00","1409 Walnut Grove Ave, Rosemead, California 91770","4-year, Private not-for-profit",284.0,153.0,17%,22%
4195500,Southern States University,"139,085.00","69,543.00","1094 Cuhady Place, #120, San Diego, California 92110","4-year, Private for-profit",405.0,94.0,50%,
4206800,Advance Beauty Techs Academy,"134,174.00","67,087.00","641 N State St Ste 1, San Jacinto, California 92583-6572","< 2-year, Private for-profit",122.0,122.0,56%,
4227000,Abc Adult School,"133,978.00","66,989.00","12254 Cuesta Drive, Cerritos, California 90703-2801","< 2-year, Public",77.0,77.0,83%,
4222200,Fab School (The),"132,973.00","66,487.00","9571 Pittsburgh Avenue, Rancho Cucamonga, California 91730","< 2-year, Private for-profit",148.0,148.0,98%,
4221700,Zms The Academy,"132,113.00","66,057.00","2228 E Cesar E Chavez Ave, Los Angeles, California 90033-4231","< 2-year, Private for-profit",125.0,125.0,43%,
4158900,Flair Beauty College,"130,763.00","65,382.00","23754 Valencia Blvd, Valencia, California 91355-2106","< 2-year, Private for-profit",62.0,62.0,77%,
3577300,Coba Academy,"130,645.00","65,323.00","663 N. Euclid Street, Anaheim, California 92801","< 2-year, Private for-profit",81.0,81.0,63%,
3646300,Design'S School Of Cosmetology,"125,204.00","62,602.00","2727 Buena Vista Drive #105, Paso Robles, California 93446","< 2-year, Private for-profit",27.0,27.0,69%,
4255300,Hoss Lee Academy,"122,657.00","61,329.00","200 Whyte Avenue, Roseville, California 95661-5233","< 2-year, Private for-profit",75.0,75.0,82%,
4189800,Academy For Salon Professionals,"122,587.00","61,294.00","19520 Nordhoff St. Unit 9, Northridge, California 91324","< 2-year, Private for-profit",82.0,82.0,74%,
3131300,Five Branches University,"120,172.00","60,086.00","200 7th Avenue, Santa Cruz, California 95062","4-year, Private for-profit",353.0,,,
3759300,Stellar Career College,"118,426.00","59,213.00","4300 Sisk Rd, Modesto, California 95356","< 2-year, Private for-profit",32.0,32.0,83%,
1085400,Thomas Jefferson School Of Law,"116,684.00","58,342.00","701 B Street - Suite 110, San Diego, California 92101","4-year, Private not-for-profit",219.0,,,
4148200,Beyond 21St Century Beauty Academy,"114,734.00","57,367.00","13640 Imperial Hwy Ste 6-8, Santa Fe Springs, California 90670","< 2-year, Private for-profit",86.0,86.0,50%,
3874400,Community Christian College,"113,974.00","56,987.00","1174 Nevada Street, Suite 200, Redlands, California 92374-2893","2-year, Private not-for-profit",203.0,203.0,33%,50%
4161700,Shasta School Of Cosmetology,"112,740.00","56,370.00","678 N Market St, Redding, California 96003","< 2-year, Private for-profit",37.0,37.0,62%,
274100,American Jewish University,"111,218.00","55,609.00","15600 Mulholland Dr, Los Angeles, California 90077-1519","4-year, Private not-for-profit",108.0,33.0,100%,
4189700,California Miramar University,"110,771.00","55,386.00","3550 Camino Del Rio North, Suite 208, San Diego, California 92108","4-year, Private for-profit",199.0,86.0,100%,
2494800,Cr'U Institute Of Cosmetology And Barbering,"110,487.00","55,244.00","11889 Valley View St Suite C, Garden Grove, California 92845-4321","< 2-year, Private for-profit",65.0,65.0,61%,
4226100,Lawrence & Company College Of Cosmetology,"106,027.00","53,014.00","2048 Grant Street, Selma, California 93662-3509","< 2-year, Private for-profit",41.0,41.0,68%,
4272800,Independent Training & Apprenticeship Program,"104,035.00","52,018.00","9856 Business Park Drive, Sacramento, California 95827-1741","< 2-year, Private for-profit",21.0,21.0,85%,
4272100,Princess Institute Of Beauty,"103,999.00","52,000.00","1605 East Manning Avenue, Reedley, California 93654-2455","< 2-year, Private for-profit",47.0,47.0,,
4209800,Hinton Barber And Beauty College,"103,446.00","51,723.00","1035 Tennessee St., Vallejo, California 94590","< 2-year, Private for-profit",56.0,56.0,68%,
2520300,Interior Designers Institute,"100,622.00","50,311.00","1061 Camelback Street, Newport Beach, California 92660","4-year, primarily associate's, Private for-profit",139.0,139.0,,
4014400,Palladium Technical Academy,"100,425.00","50,213.00","10229 Lower Azusa Rd., Temple City, California 91780","< 2-year, Private for-profit",33.0,33.0,90%,
2167800,Estes Institute Of Cosmetology Arts & Sciences,"99,744.00","49,872.00","324 E Main St, Visalia, California 93291","< 2-year, Private for-profit",53.0,53.0,89%,
4277700,California College Of Barbering And Cosmetology,"98,672.00","49,336.00","1024 E March Lane, Stockton, California 95210","< 2-year, Private for-profit",213.0,213.0,67%,
2222000,American Film Institute Conservatory,"98,640.00","49,320.00","2021 N Western Ave, Los Angeles, California 90027-1625","4-year, Private not-for-profit",334.0,,,
4262100,My Beauty & Barber College,"98,476.00","49,238.00","6100 Mack Road St. F, Sacramento, California 95823-4687","< 2-year, Private for-profit",105.0,105.0,0%,
2236400,"Thanh Le College, School Of Cosmetology","96,857.00","48,429.00","12875 chapman ave, Garden Grove, California 92840","< 2-year, Private for-profit",32.0,32.0,76%,
4256400,San Bernardino Beauty College,"96,223.00","48,112.00","600 North Sierra Way, San Bernardino, California 92410-4414","< 2-year, Private for-profit",75.0,75.0,71%,
3995300,University Of East-West Medicine,"94,275.00","47,138.00","595 Lawrence Expressway, Sunnyvale, California 94085-3922","4-year, Private for-profit",176.0,,,
3403300,Epic Bible College,"93,800.00","46,900.00","4330 Auburn Boulevard, Sacramento, California 95841","4-year, Private not-for-profit",145.0,118.0,14%,14%
3962300,American Institute Of Massage Therapy,"89,422.00","44,711.00","1516 Brookhollow Drive, Unit C, Santa Ana, California 92705-5401","< 2-year, Private for-profit",36.0,36.0,93%,
4217500,J D Academy Of Salon And Spa,"89,296.00","44,648.00","520 San Ramon Valley Blvd, Danville, California 94526","< 2-year, Private for-profit",128.0,128.0,95%,
4181600,Integrity College Of Health,"88,763.00","44,382.00","1460 N Lake Ave Suite 102, Pasadena, California 91104","< 2-year, Private for-profit",30.0,30.0,62%,
4142500,Touro University Worldwide,"87,768.00","43,884.00","10601 Calle Lee  #179, Los Alamitos, California 90720","4-year, Private not-for-profit",1940.0,526.0,100%,
4255400,Regan Career Institute,"87,162.00","43,581.00","11350 Valley Boulevard, El Monte, California 91731-3254","< 2-year, Private for-profit",46.0,46.0,71%,
3367300,Professional Golfers Career College,"84,229.00","42,115.00","26109 Ynez Road, Temecula, California 92591","2-year, Private for-profit",107.0,107.0,70%,3%
3740400,Ati College,"83,260.00","41,630.00","15141 Whittier Blvd Suite 420, Whitter, California 90603-0000","4-year, primarily associate's, Private for-profit",23.0,23.0,78%,
2230900,Fredrick And Charles Beauty College,"82,451.00","41,226.00","831 F St, Eureka, California 95501","< 2-year, Private for-profit",55.0,55.0,64%,
2220000,Colleen O'Hara'S Beauty Academy,"82,427.00","41,214.00","109 W 4th St, Santa Ana, California 92701-0000","< 2-year, Private for-profit",14.0,14.0,64%,
2609000,Emperor'S College Of Traditional Oriental Medicine,"82,054.00","41,027.00","1807 Wilshire Blvd, Ste #200, Santa Monica, California 90403","4-year, Private for-profit",237.0,,,
4158800,Theatre Of Arts,"79,898.00","39,949.00","6767 sunset Blvd suite 210, Hollywood, California 90028-6111","2-year, Private for-profit",28.0,28.0,27%,
4132400,Academy Of Esthetics And Cosmetology,"79,073.00","39,537.00","1242 San Fernando Rd, San Fernando, California 91340-3212","< 2-year, Private for-profit",39.0,39.0,72%,
3054100,Royale College Of Beauty And Barbering,"76,241.00","38,121.00","27485 Commerce Center Dr, Temecula, California 92590","< 2-year, Private for-profit",49.0,49.0,77%,
1244600,Universal College Of Beauty,"76,226.00","38,113.00","3419 W 43rd Place, Los Angeles, California 90008","< 2-year, Private for-profit",27.0,27.0,50%,
2061600,Wayne'S College Of Beauty,"72,461.00","36,231.00","1271 North Main Street, Salinas, California 93906-2830","< 2-year, Private for-profit",42.0,42.0,67%,
3786300,Advanced College,"71,329.00","35,665.00","13180 Paramount Blvd., South Gate, California 90280","2-year, Private for-profit",25.0,25.0,51%,
4145000,San Diego Culinary Institute,"70,731.00","35,366.00","8024 La Mesa Blvd, La Mesa, California 91942","< 2-year, Private for-profit",,,,
3062400,Mount Diablo Adult Education,"68,958.00","34,479.00","Loma Vista Adult Center - 1266 San Carlos Avenue., Concord, California 94518-1199","< 2-year, Public",129.0,129.0,82%,
3650300,Tri-Community Adult Education,"68,720.00","34,360.00","231 Stephanie Drive, Covina, California 91722-3925","2-year, Public",262.0,262.0,,
2065700,California Beauty College,"67,420.00","33,710.00","1115 15th St, Modesto, California 95354","< 2-year, Private for-profit",105.0,105.0,74%,
128800,Claremont School Of Theology,"66,104.00","33,052.00","1325 N College Ave, Claremont, California 91711-3199","4-year, Private not-for-profit",331.0,,,
4243100,Alhambra Medical University,"65,078.00","32,539.00","2215 W. Mission Road, Alhambra, California 91803","4-year, Private for-profit",169.0,63.0,,
4256500,Baldy View Regional Occupational Program,"61,625.00","30,813.00","1501 Bon View Avenue, Ontario, California 91761","< 2-year, Public",31.0,31.0,90%,
4157800,Grace Mission University,"61,227.00","30,614.00","1645 West Valencia Drive, Fullerton, California 92833-3860","4-year, Private not-for-profit",247.0,121.0,81%,
4220500,Butte County Regional Occupational Program,"60,515.00","30,258.00","2491 Carmichael Drive Ste 500, Chico, California 95928-7191","< 2-year, Public",64.0,64.0,93%,
3109500,Dongguk University Los Angeles,"60,458.00","30,229.00","440 Shatto Pl, Los Angeles, California 90020-1704","4-year, Private not-for-profit",131.0,16.0,,
120700,Graduate Theological Union,"59,068.00","29,534.00","2400 Ridge Rd, Berkeley, California 94709","4-year, Private not-for-profit",197.0,,,
3098200,Yo San University Of Traditional Chinese Medicine,"59,068.00","29,534.00","13315 W. Washington Boulevard, Los Angeles, California 90066","4-year, Private not-for-profit",142.0,,,
720900,Redondo Beach Beauty College,"58,790.00","29,395.00","2205 West Artesia Boulevard, Redondo Beach, California 90278-3111","< 2-year, Private for-profit",76.0,76.0,80%,
2545900,Hypnosis Motivation Institute,"56,543.00","28,272.00","18607 Ventura Blvd Ste 310, Tarzana, California 91356-4159","< 2-year, Private not-for-profit",61.0,61.0,33%,
4250100,Santa Barbara And Ventura Colleges Of Law (The),"54,315.00","27,158.00","4475 Market St, Ventura, California 93003","4-year, Private not-for-profit",187.0,,,
720400,Modern Beauty Academy - Oxnard,"54,154.00","27,077.00","699 South C St, Oxnard, California 93030","< 2-year, Private for-profit",50.0,50.0,62%,
4137200,Borner'S Barber College,"53,064.00","26,532.00","8913 S Western Ave, Los Angeles, California 90047","< 2-year, Private for-profit",31.0,31.0,0%,
4173400,Santa Ana Beauty Academy,"52,745.00","26,373.00","2231 North Tustin Avenue, Santa Ana, California 92705-7820","< 2-year, Private for-profit",24.0,24.0,100%,
3868300,World Mission University,"52,382.00","26,191.00","500 Shatto Pl Ste 600, Los Angeles, California 90020","4-year, Private not-for-profit",421.0,190.0,0%,100%
4208100,Ukiah Adult School,"49,598.00","24,799.00","1056 North Bush Street, Ukiah, California 95482-3865","< 2-year, Public",,,94%,
3288300,Academy Of Chinese Culture And Health Sciences,"49,465.00","24,733.00","1600 Broadway, Ste. 200, Oakland, California 94612","4-year, Private not-for-profit",133.0,,,
4242600,Abco Technology,"46,979.00","23,490.00","11222 S. La Cienega Blvd Ste 588, Inglewood, California 90304-1551","< 2-year, Private for-profit",126.0,126.0,100%,
4248200,Dehart Technical School,"42,994.00","21,497.00","311 Bitritto Way, Modesto, California 95356-9292","< 2-year, Private for-profit",79.0,79.0,,
2500000,San Joaquin College Of Law,"42,482.00","21,241.00","901 Fifth St, Clovis, California 93612-1312","4-year, Private not-for-profit",171.0,,,
4265500,Icohs College,"41,928.00","20,964.00","1770 4th Avenue, San Diego, California 92101-2607","< 2-year, Private not-for-profit",101.0,101.0,79%,
4122800,Presbyterian Theological Seminary In America,"41,486.00","20,743.00","15605 Carmenita Road, Santa Fe Springs, California 90670-5611","4-year, Private not-for-profit",174.0,46.0,60%,40%
4253700,Sacramento Ultrasound Institute,"39,829.00","19,915.00","2233 Watt Avenue, Sacramento, California 95825-0570","2-year, Private for-profit",75.0,75.0,,
3332300,Southern California Seminary,"39,208.00","19,604.00","2075 E. Madison Avenue, El Cajon, California 92019-1108","4-year, Private not-for-profit",176.0,43.0,0%,50%
4237600,California Jazz Conservatory,"38,567.00","19,284.00","2087 Addison Street, Berkeley, California 94704-1268","4-year, Private not-for-profit",47.0,47.0,0%,
4235500,Presidio Graduate School,"38,408.00","19,204.00","1202 Ralston Ave #300, San Francisco, California 94129-1749","4-year, Private not-for-profit",120.0,,,
4191300,Annenberg School Of Nursing,"37,770.00","18,885.00","19300 Sherman Way, Reseda, California 91335-5426","< 2-year, Private not-for-profit",24.0,24.0,,
2276800,Westminster Theological Seminary In California,"35,790.00","17,895.00","1725 Bear Valley Parkway, Escondido, California 92027","4-year, Private not-for-profit",133.0,,,
4246200,California Institute Of Medical Science,"35,107.00","17,554.00","1175 Shaw Avenue # 103, Clovis, California 93612-0000","< 2-year, Private for-profit",25.0,25.0,,
4234000,San Francisco Film School,"34,950.00","17,475.00","155 Sansome Street 2nd Floor, San Francisco, California 94104-2835","2-year, Private for-profit",38.0,38.0,86%,
4227100,America Evangelical University,"33,544.00","16,772.00","1818 South Western Avenue Suite 409, Los Angeles, California 90006-5860","4-year, Private not-for-profit",108.0,35.0,60%,
3327400,"Acupuncture And Integrative Medicine College, Berkeley","31,425.00","15,713.00","2550 Shattuck Avenue, Berkeley, California 94704","4-year, Private not-for-profit",93.0,,,
4236700,Blush School Of Makeup,"29,877.00","14,939.00","One Embarcadero Center, Ste R-1206, San Francisco, California 94111-3628","< 2-year, Private for-profit",41.0,41.0,75%,
1044100,Pardee Rand Graduate School,"29,679.00","14,840.00","1776 Main St, Santa Monica, California 90401-3208","4-year, Private not-for-profit",108.0,,,
3752400,Sum Bible College & Theological Seminary,"26,609.00","13,305.00","1101 Investment Blvd. #115, El Dorado Hills, California 95762","4-year, Private not-for-profit",626.0,459.0,38%,15%
2359300,Shasta Bible College And Graduate School,"26,199.00","13,100.00","2951 Goodwater Ave., Redding, California 96002","4-year, Private not-for-profit",41.0,29.0,67%,11%
4176300,Bergin College Of Canine Studies,"25,825.00","12,913.00","10201 Old Redwood Hwy, Penngrove, California 94951","4-year, Private not-for-profit",59.0,36.0,,
2099200,American Conservatory Theater Foundation,"25,315.00","12,658.00","415 Geary Street, San Francisco, California 94102","4-year, Private not-for-profit",43.0,9.0,,
125600,Pacific School Of Religion,"24,442.00","12,221.00","1798 Scenic Ave, Berkeley, California 94709","4-year, Private not-for-profit",98.0,,,
408000,Starr King School For The Ministry,"23,860.00","11,930.00","5000 MacArthur Blvd, Oakland, California 94613-1209","4-year, Private not-for-profit",88.0,,,
2520200,California Career School,"23,569.00","11,785.00","1100 Technology Cir, Anaheim, California 92805","< 2-year, Private for-profit",,,94%,
4185500,Beverly Hills Design Institute,"20,598.00","10,299.00","8484 Wilshire Blvd Suite #730, Beverly Hills, California 90211","4-year, primarily associate's, Private for-profit",16.0,16.0,67%,33%
116500,Church Divinity School Of The Pacific,"18,783.00","9,392.00","2451 Ridge Road, Berkeley, California 94709-1211","4-year, Private not-for-profit",75.0,,,
2267600,Sofia University,"16,303.00","8,152.00","1069 East Meadow Cr, Palo Alto, California 94303","4-year, Private for-profit",1349.0,9.0,,
4250600,California Institute Of Advanced Management,"15,039.00","7,520.00","1000 S. Fremont Ave. Mailbox #45, Bldg A10, 4th Floor, Suite 10402, Alhambra, California 91803","4-year, Private not-for-profit",151.0,,,
3025600,Dell'Arte International School Of Physical Theatre,"14,549.00","7,275.00","131 H Street, Blue Lake, California 95525-0816","4-year, Private not-for-profit",31.0,18.0,100%,
4271100,Meridian University,"13,758.00","6,879.00","47 Sixth Street, Petaluma, California 94952-3092","4-year, Private for-profit",113.0,,,
129600,Dominican School Of Philosophy And Theology,"13,676.00","6,838.00","2301 Vine Street, Berkeley, California 94708-1816","4-year, Private not-for-profit",67.0,,,
3163300,Pacific States University,"13,385.00","6,693.00","3424 Wilshire Blvd. 12th floor, Los Angeles, California 90010-2263","4-year, Private not-for-profit",28.0,3.0,50%,50%
4005300,United States University,"12,982.00","6,491.00","7675 Mission Valley Road, San Diego, California 92108","4-year, Private for-profit",1243.0,103.0,0%,75%
884400,California Christian College,"12,359.00","6,180.00","5364 E. Belmont Avenue, Fresno, California 93727","4-year, primarily associate's, Private not-for-profit",11.0,11.0,0%,
4155500,Academy For Jewish Religion California,"12,221.00","6,111.00","574 Hilgard Avenue, Los Angeles, California 90024","4-year, Private not-for-profit",60.0,,,
112000,American Baptist Seminary Of The West,"9,311.00","4,656.00","2606 Dwight Way, Berkeley, California 94704-3029","4-year, Private not-for-profit",39.0,,,
4248300,Los Angeles Academy Of Figurative Art,"9,263.00","4,632.00","16926 Saticoy Street, Van Nuys, California 91406-2127","4-year, Private for-profit",6.0,6.0,60%,
4194600,Brand College,"8,147.00","4,074.00","529 Hahn Ave Ste 101, Glendale, California 91203","< 2-year, Private for-profit",24.0,24.0,100%,
1179200,Franciscan School Of Theology,"7,856.00","3,928.00","5998 Alcala Park, San Diego, California 92110","4-year, Private not-for-profit",54.0,,,
4217400,High Tech High Graduate School Of Education,"6,110.00","3,055.00","2861 Womble Road, San Diego, California 92106","4-year, Private not-for-profit",59.0,,,
4192500,Westchester College Of Nursing & Allied Health,"6,110.00","3,055.00","8939 South Sepulveda Boulevard #302, Los Angeles, California 90045-3647","< 2-year, Private for-profit",6.0,6.0,80%,
2120600,Saybrook University,"3,469.00","1,735.00","55 W Eureka Street, Pasadena, California 91103","4-year, Private not-for-profit",688.0,,,
188100,Ashford University,"1,001.00",501.00,"8620 Spectrum Center Boulevard, San Diego, California 92123","4-year, Private for-profit",32620.0,26914.0,8%,18%
